0, 0, Header, 1, 11, 480
1, 0, Start_track
1, 0, Text_t, "Céline Dion - La mer et l'enfant"
1, 0, Tempo, 857142
1, 0, Time_signature, 4, 2, 24, 8
1, 0, Key_signature, 0, "major"
1, 0, End_track
2, 0, Start_track
2, 0, Title_t, "Soft karaoke"
2, 0, Text_t, "@KMIDI KARAOKE FILE"
2, 0, End_track
3, 0, Start_track
3, 0, Title_t, "Words"
3, 17400, Text_t, "\\Je"
3, 17520, Text_t, " suis"
3, 17640, Text_t, " la"
3, 17760, Text_t, " mèr'"
3, 18000, Text_t, " tu"
3, 18120, Text_t, " es"
3, 18240, Text_t, " l'en"
3, 18360, Text_t, "fant"
3, 19357, Text_t, "/Au"
3, 19518, Text_t, "cun"
3, 19680, Text_t, " lien"
3, 19837, Text_t, " n'est"
3, 19998, Text_t, " plus"
3, 20160, Text_t, " sa"
3, 20400, Text_t, "ge"
3, 21240, Text_t, "/Tu"
3, 21360, Text_t, " es"
3, 21480, Text_t, " le"
3, 21600, Text_t, " sa"
3, 21840, Text_t, "ble"
3, 21960, Text_t, " moi"
3, 22080, Text_t, " l'o"
3, 22200, Text_t, "cé"
3, 22320, Text_t, "an"
3, 23160, Text_t, "/Tu"
3, 23280, Text_t, " es"
3, 23400, Text_t, " mon"
3, 23520, Text_t, " seul"
3, 23760, Text_t, " ri"
3, 23880, Text_t, "vag'"
3, 25080, Text_t, "/Je"
3, 25200, Text_t, " te"
3, 25320, Text_t, " re"
3, 25440, Text_t, "trou"
3, 25680, Text_t, "ve"
3, 25800, Text_t, " chaqu'"
3, 25920, Text_t, " ins"
3, 26040, Text_t, "tant"
3, 27037, Text_t, "/De"
3, 27198, Text_t, " mes"
3, 27360, Text_t, " vagu's"
3, 27600, Text_t, " de"
3, 27720, Text_t, " pas"
3, 27840, Text_t, "sion"
3, 28920, Text_t, "/Comm'"
3, 29040, Text_t, " u"
3, 29160, Text_t, "ne"
3, 29280, Text_t, " mer"
3, 29520, Text_t, " de"
3, 29640, Text_t, " sen"
3, 29760, Text_t, "ti"
3, 29880, Text_t, "ments"
3, 30600, Text_t, "/Et"
3, 30720, Text_t, " d'af"
3, 30877, Text_t, "fec"
3, 31038, Text_t, "tion"
3, 32317, Text_t, "/De"
3, 32478, Text_t, " tou"
3, 32640, Text_t, "te"
3, 32797, Text_t, " ma"
3, 32958, Text_t, " ten"
3, 33120, Text_t, "dress'"
3, 34237, Text_t, "/Mes"
3, 34398, Text_t, " va"
3, 34560, Text_t, "gues"
3, 34717, Text_t, " te"
3, 34878, Text_t, " ca"
3, 35040, Text_t, "ress'nt"
3, 36240, Text_t, "\\Comm'"
3, 36480, Text_t, " un"
3, 36637, Text_t, " en"
3, 36798, Text_t, "fant"
3, 37200, Text_t, " fac'"
3, 37440, Text_t, " à"
3, 37597, Text_t, " la"
3, 37758, Text_t, " mer"
3, 38160, Text_t, "/Sou"
3, 38400, Text_t, "ri"
3, 38640, Text_t, "ant"
3, 38880, Text_t, " et"
3, 39037, Text_t, " a"
3, 39198, Text_t, "pai"
3, 39360, Text_t, "sé"
3, 40080, Text_t, "/Tu"
3, 40320, Text_t, " trouv's"
3, 40560, Text_t, " en"
3, 40800, Text_t, " moi"
3, 41040, Text_t, " quel"
3, 41160, Text_t, "ques"
3, 41280, Text_t, " re"
3, 41400, Text_t, "pèr's"
3, 42000, Text_t, "/No"
3, 42240, Text_t, "tre"
3, 42480, Text_t, " rêv'"
3, 42720, Text_t, " est"
3, 42960, Text_t, " ré"
3, 43200, Text_t, "a"
3, 43357, Text_t, "li"
3, 43518, Text_t, "sé"
3, 43920, Text_t, "/Ne"
3, 44160, Text_t, " pleu"
3, 44317, Text_t, "re"
3, 44478, Text_t, " plus"
3, 44880, Text_t, " je"
3, 45120, Text_t, " te"
3, 45277, Text_t, " ras"
3, 45438, Text_t, "sur'"
3, 45840, Text_t, "/Car"
3, 46080, Text_t, " c'est"
3, 46320, Text_t, " la"
3, 46560, Text_t, " mer"
3, 46717, Text_t, " qui"
3, 46878, Text_t, " ef"
3, 47040, Text_t, "fac'"
3, 47760, Text_t, "/Les"
3, 48000, Text_t, " ci"
3, 48240, Text_t, "ca"
3, 48360, Text_t, "tric's"
3, 48840, Text_t, " et"
3, 48960, Text_t, " les"
3, 49080, Text_t, " bles"
3, 49200, Text_t, "sur's"
3, 50160, Text_t, "/E"
3, 50400, Text_t, "crit's"
3, 50640, Text_t, " dans"
3, 50880, Text_t, " le"
3, 51120, Text_t, " sabl'"
3, 51600, Text_t, " à"
3, 51840, Text_t, " la"
3, 51960, Text_t, " sur"
3, 52080, Text_t, "fac'"
3, 53880, Text_t, "\\Je"
3, 54000, Text_t, " suis"
3, 54120, Text_t, " la"
3, 54240, Text_t, " mèr'"
3, 54480, Text_t, " tu"
3, 54600, Text_t, " es"
3, 54720, Text_t, " l'en"
3, 54840, Text_t, "fant"
3, 55837, Text_t, "/Au"
3, 55998, Text_t, "cun"
3, 56160, Text_t, " li"
3, 56317, Text_t, "en"
3, 56478, Text_t, " n'est"
3, 56640, Text_t, " plus"
3, 56880, Text_t, " fort"
3, 57720, Text_t, "/Tu"
3, 57840, Text_t, " es"
3, 57960, Text_t, " ma"
3, 58080, Text_t, " ter"
3, 58320, Text_t, "re"
3, 58440, Text_t, " moi"
3, 58560, Text_t, " l'o"
3, 58680, Text_t, "cé"
3, 58800, Text_t, "an"
3, 59640, Text_t, "/Tu"
3, 59760, Text_t, " es"
3, 59880, Text_t, " mon"
3, 60000, Text_t, " seul"
3, 60240, Text_t, " dé"
3, 60360, Text_t, "cor"
3, 61560, Text_t, "/Je"
3, 61680, Text_t, " sais"
3, 61800, Text_t, " de"
3, 61920, Text_t, "ve"
3, 62160, Text_t, "nir"
3, 62280, Text_t, " ca"
3, 62400, Text_t, "pri"
3, 62520, Text_t, "cieus'"
3, 63517, Text_t, "/Je"
3, 63678, Text_t, " peux"
3, 63840, Text_t, " me"
3, 64080, Text_t, " mettr'"
3, 64200, Text_t, " en"
3, 64320, Text_t, " sang"
3, 65400, Text_t, "/Et"
3, 65520, Text_t, " jou"
3, 65640, Text_t, "er"
3, 65760, Text_t, " la"
3, 66000, Text_t, " tem"
3, 66120, Text_t, "pêt'"
3, 66240, Text_t, " fu"
3, 66360, Text_t, "rieus'"
3, 67080, Text_t, "/Qui"
3, 67200, Text_t, " te"
3, 67357, Text_t, " dé"
3, 67518, Text_t, "fend"
3, 68797, Text_t, "/De"
3, 68958, Text_t, " tout"
3, 69120, Text_t, " mon"
3, 69277, Text_t, " pri"
3, 69438, Text_t, "vi"
3, 69600, Text_t, "lèg'"
3, 70717, Text_t, "/Mes"
3, 70878, Text_t, " va"
3, 71040, Text_t, "gues"
3, 71197, Text_t, " te"
3, 71358, Text_t, " pro"
3, 71520, Text_t, "tèg'nt"
3, 72720, Text_t, "\\Comm'"
3, 72960, Text_t, " un"
3, 73117, Text_t, " en"
3, 73278, Text_t, "fant"
3, 73680, Text_t, " fac'"
3, 73920, Text_t, " à"
3, 74077, Text_t, " la"
3, 74238, Text_t, " mer"
3, 74640, Text_t, "/Sou"
3, 74880, Text_t, "ri"
3, 75120, Text_t, "ant"
3, 75360, Text_t, " et"
3, 75517, Text_t, " a"
3, 75678, Text_t, "pai"
3, 75840, Text_t, "sé"
3, 76560, Text_t, "/Tu"
3, 76800, Text_t, " trouv's"
3, 77040, Text_t, " en"
3, 77280, Text_t, " moi"
3, 77520, Text_t, " quel"
3, 77640, Text_t, "ques"
3, 77760, Text_t, " re"
3, 77880, Text_t, "pèr's"
3, 78480, Text_t, "/No"
3, 78720, Text_t, "tre"
3, 78960, Text_t, " rêv'"
3, 79200, Text_t, " est"
3, 79440, Text_t, " ré"
3, 79680, Text_t, "a"
3, 79837, Text_t, "li"
3, 79998, Text_t, "sé"
3, 80400, Text_t, "/Ne"
3, 80640, Text_t, " pleu"
3, 80797, Text_t, "re"
3, 80958, Text_t, " plus"
3, 81360, Text_t, " je"
3, 81600, Text_t, " te"
3, 81757, Text_t, " ras"
3, 81918, Text_t, "sur'"
3, 82320, Text_t, "/Car"
