0, 0, Header, 1, 15, 120
1, 0, Start_track
1, 0, Title_t, "untitled"
1, 0, Time_signature, 4, 2, 24, 8
1, 0, Key_signature, 0, "major"
1, 0, Tempo, 600000
1, 480, Marker_t, "intro"
1, 1440, Marker_t, "verse"
1, 1440, End_track
2, 0, Start_track
2, 0, Title_t, "Soft karaoke"
2, 0, Text_t, "@KMIDI KARAOKE FILE"
2, 0, End_track
3, 0, Start_track
3, 0, Title_t, "Words"
3, 0, Text_t, "@LENGL"
3, 0, Text_t, "@TOne night with you"
3, 0, Text_t, "@TElvis Presley"
3, 0, Text_t, "@TKaraoke by H.de Koning"
3, 1080, Text_t, "\\One"
3, 1200, Text_t, " night"
3, 1320, Text_t, " with"
3, 1440, Text_t, " you"
3, 2040, Text_t, "/Is"
3, 2160, Text_t, " what"
3, 2280, Text_t, " I'm"
3, 2400, Text_t, " now"
3, 2480, Text_t, " pray"
3, 2560, Text_t, "ing"
3, 2640, Text_t, " for."
3, 3000, Text_t, "\\The"
3, 3120, Text_t, " things"
3, 3240, Text_t, " that"
3, 3360, Text_t, " we"
3, 3440, Text_t, " two"
3, 3520, Text_t, " could"
3, 3600, Text_t, " plan"
3, 3900, Text_t, "/Would"
3, 3960, Text_t, " make"
3, 4020, Text_t, " my"
3, 4080, Text_t, " dreams"
3, 4260, Text_t, " come"
3, 4320, Text_t, " true."
3, 4920, Text_t, "\\Just"
3, 5040, Text_t, " call"
3, 5160, Text_t, " my"
3, 5280, Text_t, " name"
3, 5880, Text_t, "/And"
3, 6000, Text_t, " I'll"
3, 6120, Text_t, " be"
3, 6240, Text_t, " right"
3, 6320, Text_t, " by"
3, 6400, Text_t, " your"
3, 6480, Text_t, " side."
3, 6840, Text_t, "\\I"
3, 6960, Text_t, " want"
3, 7080, Text_t, " your"
3, 7200, Text_t, " sweet"
3, 7280, Text_t, " help"
3, 7360, Text_t, "ing"
3, 7440, Text_t, " hand,"
3, 7740, Text_t, "/My"
3, 7800, Text_t, " love's"
3, 7860, Text_t, " too"
3, 7920, Text_t, " strong"
3, 8100, Text_t, " to"
3, 8160, Text_t, " hide."
3, 9240, Text_t, "\\Al"
3, 9300, Text_t, "ways"
3, 9360, Text_t, " lived"
3, 9540, Text_t, " a"
3, 9600, Text_t, " ve"
3, 9660, Text_t, "ry"
3, 9720, Text_t, " qui"
3, 9780, Text_t, "et"
3, 9840, Text_t, " life,"
3, 10140, Text_t, "/I"
3, 10200, Text_t, " ain't"
3, 10260, Text_t, " nev"
3, 10380, Text_t, "er"
3, 10440, Text_t, " did"
3, 10500, Text_t, " no"
3, 10560, Text_t, " wrong."
3, 11040, Text_t, "\\Now"
3, 11160, Text_t, " I"
3, 11280, Text_t, " know"
3, 11460, Text_t, " that"
3, 11520, Text_t, " life"
3, 11580, Text_t, " with"
3, 11640, Text_t, "out"
3, 11700, Text_t, " you"
3, 11940, Text_t, "/Has"
3, 12000, Text_t, " been"
3, 12120, Text_t, " too"
3, 12240, Text_t, " lo"
3, 12300, Text_t, "nely"
3, 12360, Text_t, " too"
3, 12480, Text_t, " long."
3, 12600, Text_t, "\\One"
3, 12720, Text_t, " night"
3, 12840, Text_t, " with"
3, 12960, Text_t, " you"
3, 13560, Text_t, "/Is"
3, 13680, Text_t, " what"
3, 13800, Text_t, " I'm"
3, 13920, Text_t, " now"
3, 14000, Text_t, " pray"
3, 14080, Text_t, "ing"
3, 14160, Text_t, " for."
3, 14520, Text_t, "\\The"
3, 14640, Text_t, " things"
3, 14760, Text_t, " that"
3, 14880, Text_t, " we"
3, 14960, Text_t, " two"
3, 15040, Text_t, " could"
3, 15120, Text_t, " plan"
3, 15420, Text_t, "/Would"
3, 15480, Text_t, " make"
3, 15540, Text_t, " my"
3, 15600, Text_t, " dreams"
3, 15720, Text_t, " come"
3, 15840, Text_t, " true."
3, 20760, Text_t, "\\Al"
3, 20820, Text_t, "ways"
3, 20880, Text_t, " lived"
3, 21060, Text_t, " a"
3, 21120, Text_t, " ve"
3, 21180, Text_t, "ry"
3, 21240, Text_t, " qui"
3, 21300, Text_t, "et"
3, 21360, Text_t, " life,"
3, 21660, Text_t, "/I"
3, 21720, Text_t, " ain't"
3, 21780, Text_t, " nev"
3, 21900, Text_t, "er"
3, 21960, Text_t, " did"
3, 22020, Text_t, " no"
3, 22080, Text_t, " wrong."
3, 22560, Text_t, "\\Now"
3, 22680, Text_t, " I"
3, 22800, Text_t, " know"
3, 22980, Text_t, " that"
3, 23040, Text_t, " life"
3, 23100, Text_t, " with"
3, 23160, Text_t, "out"
3, 23220, Text_t, " you"
3, 23460, Text_t, "/Has"
3, 23520, Text_t, " been"
3, 23640, Text_t, " too"
3, 23760, Text_t, " lone"
3, 23820, Text_t, "ly"
3, 23880, Text_t, " too"
