0, 0, Header, 1, 6, 96
1, 0, Start_track
1, 0, Title_t, "LOVE ME TENDER                  ;Elvis Presley / Vera Matson"
1, 0, Copyright_t, "(C) 1994 Tune 1000 Corporation  ;Elvis Presley Music (BMI). Int'l Rights Secured."
1, 0, Time_signature, 4, 2, 24, 8
1, 0, Tempo, 789474
1, 0, Key_signature, 2, "major"
1, 0, System_exclusive, 5, 126, 127, 9, 1, 247
1, 0, Lyric_t, "ALL rights reserved. Not for broadcast or "
1, 0, Lyric_t, "\015"
1, 0, Lyric_t, "transmission of any kind. "
1, 0, Lyric_t, "\015"
1, 0, Lyric_t, "DO NOT DUPLICATE. NOT FOR RENTAL. "
1, 0, Lyric_t, "\015"
1, 384, Time_signature, 4, 2, 24, 8
1, 526, Lyric_t, "\012"
1, 769, Lyric_t, "Love "
1, 867, Lyric_t, "me "
1, 1006, Lyric_t, "ten"
1, 1053, Lyric_t, "der, "
1, 1209, Lyric_t, "love "
1, 1249, Lyric_t, "me "
1, 1302, Lyric_t, "sweet; "
1, 1302, Lyric_t, "\015"
1, 1623, Lyric_t, "nev"
1, 1658, Lyric_t, "er "
1, 1777, Lyric_t, "let "
1, 1826, Lyric_t, "me "
1, 1906, Lyric_t, "go. "
1, 1906, Lyric_t, "\015"
1, 2099, Lyric_t, "\012"
1, 2342, Lyric_t, "You "
1, 2394, Lyric_t, "have "
1, 2589, Lyric_t, "made "
1, 2633, Lyric_t, "my "
1, 2670, Lyric_t, "life "
1, 2828, Lyric_t, "com"
1, 2868, Lyric_t, "plete, "
1, 2868, Lyric_t, "\015"
1, 3073, Lyric_t, "and "
1, 3204, Lyric_t, "I "
1, 3299, Lyric_t, "love "
1, 3338, Lyric_t, "you "
1, 3448, Lyric_t, "so. "
1, 3448, Lyric_t, "\015"
1, 3593, Lyric_t, "\012"
1, 3836, Lyric_t, "Love "
1, 3888, Lyric_t, "me "
1, 4027, Lyric_t, "ten"
1, 4077, Lyric_t, "der, "
1, 4318, Lyric_t, "love "
1, 4371, Lyric_t, "me "
1, 4418, Lyric_t, "true; "
1, 4418, Lyric_t, "\015"
1, 4601, Lyric_t, "all "
1, 4749, Lyric_t, "my "
1, 4802, Lyric_t, "dreams "
1, 4951, Lyric_t, "ful"
1, 4998, Lyric_t, "fill, "
1, 4998, Lyric_t, "\015"
1, 5130, Lyric_t, "\012"
1, 5373, Lyric_t, "for, "
1, 5430, Lyric_t, "my "
1, 5571, Lyric_t, "dar"
1, 5644, Lyric_t, "ling, "
1, 5763, Lyric_t, "I "
1, 5853, Lyric_t, "love "
1, 5905, Lyric_t, "you "
1, 5905, Lyric_t, "\015"
1, 6149, Lyric_t, "and "
1, 6292, Lyric_t, "I "
1, 6343, Lyric_t, "al"
1, 6408, Lyric_t, "ways "
1, 6531, Lyric_t, "will. "
1, 6531, Lyric_t, "\015"
1, 6662, Lyric_t, "\012"
1, 6905, Lyric_t, "Love "
1, 6975, Lyric_t, "me "
1, 7145, Lyric_t, "ten"
1, 7198, Lyric_t, "der, "
1, 7294, Lyric_t, "love "
1, 7394, Lyric_t, "me "
1, 7442, Lyric_t, "long; "
1, 7442, Lyric_t, "\015"
1, 7687, Lyric_t, "take "
1, 7734, Lyric_t, "me "
1, 7920, Lyric_t, "to "
1, 7971, Lyric_t, "your "
1, 8061, Lyric_t, "heart, "
1, 8061, Lyric_t, "\015"
1, 8202, Lyric_t, "\012"
1, 8445, Lyric_t, "for "
1, 8504, Lyric_t, "it's "
1, 8689, Lyric_t, "there "
1, 8765, Lyric_t, "that "
1, 8810, Lyric_t, "I "
