0, 0, Header, 1, 21, 96
1, 0, Start_track
1, 0, Title_t, "untitled"
1, 0, Time_signature, 4, 2, 24, 8
1, 0, Key_signature, 0, "major"
1, 0, Tempo, 454545
1, 1152, Marker_t, "Intro"
1, 4224, Marker_t, "Verse 1"
1, 7296, Marker_t, "Verse 2"
1, 10368, Marker_t, "Chorus"
1, 13440, Marker_t, "Verse 3"
1, 16512, Marker_t, "Guitar Solo (Intro)"
1, 19584, Marker_t, "Chorus"
1, 22656, Marker_t, "Verse 4 "
1, 25728, Marker_t, "Outro"
1, 25728, End_track
2, 0, Start_track
2, 0, Title_t, "Soft karaoke"
2, 0, Text_t, "@KMIDI KARAOKE FILE"
2, 0, End_track
3, 0, Start_track
3, 0, Title_t, "Words"
3, 0, Text_t, "@LENGL"
3, 0, Text_t, "@TAlmost Saturday Night"
3, 0, Text_t, "@TJohn Fogerty"
3, 0, Text_t, "@Tseq by Karl Redlich - kar by Mike M (September 2000)"
3, 4320, Text_t, "\\Out"
3, 4418, Text_t, "side"
3, 4559, Text_t, " my"
3, 4609, Text_t, " win"
3, 4704, Text_t, "dow,"
3, 5088, Text_t, " I"
3, 5184, Text_t, " can"
3, 5328, Text_t, " hear"
3, 5376, Text_t, " the"
3, 5424, Text_t, " ra"
3, 5472, Text_t, "di"
3, 5520, Text_t, "o,"
3, 5616, Text_t, "/And"
3, 5664, Text_t, " I"
3, 5710, Text_t, " know"
3, 5856, Text_t, " that"
3, 5952, Text_t, " mo"
3, 6048, Text_t, "tor"
3, 6096, Text_t, " wag"
3, 6192, Text_t, "on"
3, 6240, Text_t, " is"
3, 6336, Text_t, " rea"
3, 6384, Text_t, "dy"
3, 6432, Text_t, " to"
3, 6480, Text_t, " fly,"
3, 6768, Text_t, "/'Cause"
3, 6816, Text_t, " it's"
3, 6864, Text_t, " al"
3, 6960, Text_t, "most"
3, 7056, Text_t, " Sat"
3, 7152, Text_t, "ur"
3, 7200, Text_t, "day"
3, 7248, Text_t, " night."
3, 7392, Text_t, "/Bye"
3, 7490, Text_t, " bye,"
3, 7631, Text_t, " to"
3, 7681, Text_t, "mor"
3, 7776, Text_t, "row,"
3, 8160, Text_t, " Jody's"
3, 8256, Text_t, " gone"
3, 8400, Text_t, " to"
3, 8448, Text_t, " the"
3, 8496, Text_t, " ro"
3, 8544, Text_t, "de"
3, 8592, Text_t, "o,"
3, 8688, Text_t, "/And"
3, 8736, Text_t, " you"
3, 8782, Text_t, " know"
3, 8928, Text_t, " some"
3, 9024, Text_t, " good"
3, 9120, Text_t, " old"
3, 9168, Text_t, " boys"
3, 9264, Text_t, " are"
3, 9408, Text_t, " rea"
3, 9456, Text_t, "dy"
3, 9504, Text_t, " to"
3, 9552, Text_t, " ride,"
3, 9840, Text_t, "/'Cause"
3, 9888, Text_t, " it's"
3, 9936, Text_t, " al"
3, 10032, Text_t, "most"
3, 10128, Text_t, " Sat"
3, 10224, Text_t, "ur"
3, 10272, Text_t, "day"
3, 10320, Text_t, " night."
3, 10608, Text_t, "\\Gon"
3, 10656, Text_t, "na"
3, 10704, Text_t, " push"
3, 10800, Text_t, " the"
3, 10896, Text_t, " clouds"
3, 10992, Text_t, " a"
3, 11088, Text_t, "way,"
3, 11376, Text_t, " let"
3, 11424, Text_t, " the"
3, 11472, Text_t, " mu"
3, 11568, Text_t, "sic"
3, 11664, Text_t, " have"
3, 11760, Text_t, " it's"
3, 11856, Text_t, " way,"
3, 12144, Text_t, "/Let"
3, 12192, Text_t, " it"
3, 12240, Text_t, " steal"
3, 12336, Text_t, " my"
3, 12432, Text_t, " heart"
3, 12528, Text_t, " a"
3, 12624, Text_t, "way,"
3, 12912, Text_t, " and"
3, 12960, Text_t, " you"
3, 13008, Text_t, " know"
3, 13104, Text_t, " I'm"
3, 13152, Text_t, " a-"
3, 13200, Text_t, "go"
3, 13296, Text_t, "in'!"
3, 13536, Text_t, "/Out"
3, 13634, Text_t, "side"
3, 13775, Text_t, " the"
3, 13825, Text_t, " ring"
3, 13920, Text_t, "ing,"
3, 14304, Text_t, " night"
3, 14400, Text_t, " train"
3, 14544, Text_t, " is"
3, 14592, Text_t, " bring"
3, 14640, Text_t, "in'"
3, 14688, Text_t, " me"
3, 14736, Text_t, " home,"
3, 14832, Text_t, "/When"
3, 14880, Text_t, " you"
3, 14926, Text_t, " hear"
3, 15072, Text_t, " that"
3, 15168, Text_t, " lo"
3, 15264, Text_t, "co"
3, 15312, Text_t, "mo"
3, 15408, Text_t, "tion"
3, 15456, Text_t, " get"
3, 15552, Text_t, " rea"
3, 15600, Text_t, "dy"
3, 15648, Text_t, " to"
3, 15696, Text_t, " ride,"
3, 15984, Text_t, "/'Cause"
3, 16032, Text_t, " it's"
3, 16080, Text_t, " al"
3, 16176, Text_t, "most"
