0, 0, Header, 1, 9, 120
1, 0, Start_track
1, 0, Title_t, "untitled"
1, 0, Time_signature, 4, 2, 24, 8
1, 0, Key_signature, 0, "major"
1, 0, Tempo, 550459
1, 960, Time_signature, 6, 2, 24, 8
1, 1680, Time_signature, 4, 2, 24, 8
1, 2160, Time_signature, 6, 2, 24, 8
1, 2880, Time_signature, 5, 2, 24, 8
1, 3480, Time_signature, 6, 2, 24, 8
1, 4200, Time_signature, 5, 2, 24, 8
1, 4800, Time_signature, 2, 2, 24, 8
1, 5040, Time_signature, 4, 2, 24, 8
1, 39600, Tempo, 571429
1, 46800, Tempo, 550459
1, 46800, End_track
2, 0, Start_track
2, 0, MIDI_port, 0
2, 0, Title_t, "Melody"
2, 0, Control_c, 0, 0, 0
2, 0, Control_c, 0, 32, 0
2, 0, Program_c, 0, 65
2, 0, Control_c, 0, 7, 110
2, 0, Control_c, 0, 10, 42
2, 0, Control_c, 0, 91, 84
2, 0, Control_c, 0, 93, 42
2, 0, Control_c, 0, 121, 0
2, 3, Control_c, 0, 11, 120
2, 417, Pitch_bend_c, 0, 8192
2, 418, Pitch_bend_c, 0, 8192
2, 418, Note_on_c, 0, 67, 113
2, 418, Pitch_bend_c, 0, 7936
2, 420, Pitch_bend_c, 0, 8032
2, 420, Pitch_bend_c, 0, 8096
2, 420, Pitch_bend_c, 0, 8192
2, 422, Pitch_bend_c, 0, 8160
2, 422, Pitch_bend_c, 0, 8064
2, 422, Pitch_bend_c, 0, 8032
2, 426, Pitch_bend_c, 0, 8000
2, 430, Pitch_bend_c, 0, 8032
2, 432, Pitch_bend_c, 0, 8096
2, 436, Pitch_bend_c, 0, 8224
2, 442, Pitch_bend_c, 0, 8256
2, 446, Pitch_bend_c, 0, 8384
2, 452, Pitch_bend_c, 0, 8480
2, 456, Note_on_c, 0, 67, 0
2, 480, Pitch_bend_c, 0, 8192
2, 482, Note_on_c, 0, 72, 116
2, 482, Pitch_bend_c, 0, 8192
2, 482, Pitch_bend_c, 0, 8576
2, 483, Pitch_bend_c, 0, 8608
2, 483, Pitch_bend_c, 0, 8640
2, 485, Pitch_bend_c, 0, 8672
2, 486, Pitch_bend_c, 0, 8704
2, 488, Pitch_bend_c, 0, 8640
2, 492, Pitch_bend_c, 0, 8608
2, 495, Pitch_bend_c, 0, 8544
2, 500, Pitch_bend_c, 0, 8512
2, 506, Pitch_bend_c, 0, 8448
2, 510, Pitch_bend_c, 0, 8416
2, 517, Pitch_bend_c, 0, 8352
2, 523, Pitch_bend_c, 0, 8288
2, 527, Pitch_bend_c, 0, 8256
2, 531, Pitch_bend_c, 0, 8224
2, 533, Pitch_bend_c, 0, 8192
2, 537, Pitch_bend_c, 0, 8224
2, 541, Pitch_bend_c, 0, 8256
2, 543, Pitch_bend_c, 0, 8320
2, 553, Pitch_bend_c, 0, 8288
2, 561, Pitch_bend_c, 0, 8320
2, 566, Note_on_c, 0, 72, 0
2, 572, Pitch_bend_c, 0, 8192
2, 573, Note_on_c, 0, 72, 109
2, 575, Pitch_bend_c, 0, 8192
2, 575, Pitch_bend_c, 0, 8544
2, 576, Pitch_bend_c, 0, 8480
2, 576, Pitch_bend_c, 0, 8448
2, 577, Pitch_bend_c, 0, 8416
2, 577, Pitch_bend_c, 0, 8352
2, 581, Pitch_bend_c, 0, 8384
2, 595, Pitch_bend_c, 0, 8352
2, 597, Pitch_bend_c, 0, 8320
2, 601, Pitch_bend_c, 0, 8288
2, 603, Pitch_bend_c, 0, 8256
2, 612, Pitch_bend_c, 0, 8288
2, 631, Pitch_bend_c, 0, 8320
2, 635, Pitch_bend_c, 0, 8288
2, 638, Pitch_bend_c, 0, 8256
2, 648, Pitch_bend_c, 0, 8288
2, 658, Pitch_bend_c, 0, 8192
2, 662, Pitch_bend_c, 0, 7808
2, 663, Note_on_c, 0, 72, 0
2, 663, Pitch_bend_c, 0, 8192
2, 663, Note_on_c, 0, 75, 117
2, 665, Pitch_bend_c, 0, 8192
2, 666, Pitch_bend_c, 0, 8160
2, 666, Pitch_bend_c, 0, 8192
2, 672, Pitch_bend_c, 0, 8224
2, 675, Pitch_bend_c, 0, 8192
2, 678, Pitch_bend_c, 0, 8224
2, 685, Pitch_bend_c, 0, 8192
2, 688, Pitch_bend_c, 0, 8256
2, 708, Pitch_bend_c, 0, 8224
2, 712, Pitch_bend_c, 0, 8192
2, 720, Pitch_bend_c, 0, 8256
2, 723, Pitch_bend_c, 0, 8352
2, 728, Pitch_bend_c, 0, 8192
2, 728, Note_on_c, 0, 72, 112
2, 729, Note_on_c, 0, 75, 0
2, 731, Pitch_bend_c, 0, 8448
2, 732, Pitch_bend_c, 0, 8480
2, 732, Pitch_bend_c, 0, 8512
2, 736, Pitch_bend_c, 0, 8480
2, 738, Pitch_bend_c, 0, 8448
2, 746, Pitch_bend_c, 0, 8416
2, 750, Pitch_bend_c, 0, 8384
2, 753, Pitch_bend_c, 0, 8352
2, 756, Pitch_bend_c, 0, 8288
2, 760, Pitch_bend_c, 0, 8224
2, 766, Pitch_bend_c, 0, 8192
2, 773, Pitch_bend_c, 0, 8224
2, 786, Pitch_bend_c, 0, 8256
2, 790, Pitch_bend_c, 0, 8224
2, 796, Pitch_bend_c, 0, 8192
2, 797, Note_on_c, 0, 72, 0
2, 902, Pitch_bend_c, 0, 8192
2, 903, Note_on_c, 0, 69, 106
2, 903, Pitch_bend_c, 0, 8192
2, 905, Pitch_bend_c, 0, 8384
2, 906, Pitch_bend_c, 0, 8352
2, 907, Pitch_bend_c, 0, 8320
2, 907, Pitch_bend_c, 0, 8288
2, 907, Pitch_bend_c, 0, 8256
2, 908, Pitch_bend_c, 0, 8224
2, 912, Pitch_bend_c, 0, 8320
2, 915, Pitch_bend_c, 0, 8384
2, 918, Pitch_bend_c, 0, 8480
2, 922, Pitch_bend_c, 0, 8544
2, 930, Pitch_bend_c, 0, 8576
2, 940, Pitch_bend_c, 0, 8544
2, 946, Pitch_bend_c, 0, 8480
2, 950, Pitch_bend_c, 0, 8448
2, 953, Pitch_bend_c, 0, 8416
2, 956, Pitch_bend_c, 0, 8384
2, 959, Note_on_c, 0, 69, 0
2, 960, Pitch_bend_c, 0, 8480
2, 966, Pitch_bend_c, 0, 8192
2, 967, Pitch_bend_c, 0, 8192
2, 967, Note_on_c, 0, 70, 111
2, 968, Pitch_bend_c, 0, 8704
2, 970, Pitch_bend_c, 0, 8736
2, 971, Pitch_bend_c, 0, 8768
2, 971, Pitch_bend_c, 0, 8800
2, 972, Pitch_bend_c, 0, 8832
2, 973, Pitch_bend_c, 0, 8800
2, 973, Pitch_bend_c, 0, 8768
2, 976, Pitch_bend_c, 0, 8704
2, 980, Pitch_bend_c, 0, 8672
2, 983, Pitch_bend_c, 0, 8704
2, 986, Pitch_bend_c, 0, 8672
2, 993, Pitch_bend_c, 0, 8576
2, 996, Pitch_bend_c, 0, 8480
2, 1000, Pitch_bend_c, 0, 8384
2, 1003, Pitch_bend_c, 0, 8320
2, 1010, Pitch_bend_c, 0, 8288
2, 1023, Pitch_bend_c, 0, 8320
2, 1041, Pitch_bend_c, 0, 8352
2, 1045, Pitch_bend_c, 0, 8480
2, 1046, Note_on_c, 0, 70, 0
2, 1051, Pitch_bend_c, 0, 8192
2, 1052, Pitch_bend_c, 0, 8192
2, 1052, Note_on_c, 0, 70, 110
2, 1053, Pitch_bend_c, 0, 8608
2, 1056, Pitch_bend_c, 0, 8640
2, 1056, Pitch_bend_c, 0, 8704
2, 1057, Pitch_bend_c, 0, 8736
2, 1057, Pitch_bend_c, 0, 8672
2, 1061, Pitch_bend_c, 0, 8608
2, 1067, Pitch_bend_c, 0, 8576
2, 1071, Pitch_bend_c, 0, 8544
2, 1073, Pitch_bend_c, 0, 8512
2, 1077, Pitch_bend_c, 0, 8448
2, 1081, Pitch_bend_c, 0, 8384
2, 1085, Pitch_bend_c, 0, 8352
2, 1091, Pitch_bend_c, 0, 8320
2, 1095, Pitch_bend_c, 0, 8288
2, 1097, Pitch_bend_c, 0, 8256
2, 1101, Pitch_bend_c, 0, 8288
2, 1105, Pitch_bend_c, 0, 8256
2, 1107, Pitch_bend_c, 0, 8288
2, 1115, Pitch_bend_c, 0, 8320
2, 1117, Pitch_bend_c, 0, 8288
2, 1125, Pitch_bend_c, 0, 8320
2, 1131, Pitch_bend_c, 0, 8352
2, 1137, Note_on_c, 0, 70, 0
2, 1143, Pitch_bend_c, 0, 8192
2, 1145, Pitch_bend_c, 0, 8192
2, 1145, Note_on_c, 0, 70, 112
2, 1146, Pitch_bend_c, 0, 8576
2, 1147, Pitch_bend_c, 0, 8608
2, 1148, Pitch_bend_c, 0, 8672
2, 1148, Pitch_bend_c, 0, 8704
2, 1150, Pitch_bend_c, 0, 8672
2, 1151, Pitch_bend_c, 0, 8640
2, 1153, Pitch_bend_c, 0, 8608
2, 1157, Pitch_bend_c, 0, 8576
2, 1163, Pitch_bend_c, 0, 8544
2, 1168, Pitch_bend_c, 0, 8576
2, 1171, Pitch_bend_c, 0, 8512
2, 1175, Pitch_bend_c, 0, 8448
2, 1178, Pitch_bend_c, 0, 8288
2, 1181, Pitch_bend_c, 0, 8224
2, 1185, Pitch_bend_c, 0, 8192
2, 1188, Pitch_bend_c, 0, 8160
2, 1191, Pitch_bend_c, 0, 8352
2, 1195, Note_on_c, 0, 70, 0
2, 1195, Pitch_bend_c, 0, 8544
2, 1203, Pitch_bend_c, 0, 8192
2, 1205, Note_on_c, 0, 67, 115
2, 1205, Pitch_bend_c, 0, 8192
2, 1206, Pitch_bend_c, 0, 8000
2, 1206, Pitch_bend_c, 0, 8064
2, 1206, Pitch_bend_c, 0, 8160
2, 1207, Pitch_bend_c, 0, 8224
2, 1208, Pitch_bend_c, 0, 8192
2, 1208, Pitch_bend_c, 0, 8128
2, 1212, Pitch_bend_c, 0, 8032
2, 1216, Pitch_bend_c, 0, 8192
2, 1218, Pitch_bend_c, 0, 8320
2, 1222, Pitch_bend_c, 0, 8480
2, 1226, Pitch_bend_c, 0, 8640
2, 1228, Pitch_bend_c, 0, 8576
2, 1260, Note_on_c, 0, 65, 73
2, 1265, Note_on_c, 0, 67, 0
2, 1320, Note_on_c, 0, 65, 0
2, 1621, Pitch_bend_c, 0, 8192
2, 1622, Pitch_bend_c, 0, 8192
2, 1622, Note_on_c, 0, 67, 100
2, 1622, Pitch_bend_c, 0, 8416
2, 1623, Pitch_bend_c, 0, 8448
2, 1623, Pitch_bend_c, 0, 8480
2, 1628, Pitch_bend_c, 0, 8448
2, 1632, Pitch_bend_c, 0, 8352
2, 1635, Pitch_bend_c, 0, 8288
2, 1638, Pitch_bend_c, 0, 8224
2, 1642, Pitch_bend_c, 0, 8256
2, 1646, Pitch_bend_c, 0, 8288
2, 1648, Pitch_bend_c, 0, 8320
2, 1651, Note_on_c, 0, 67, 0
2, 1680, Pitch_bend_c, 0, 8192
2, 1681, Pitch_bend_c, 0, 8192
2, 1681, Pitch_bend_c, 0, 8608
2, 1681, Note_on_c, 0, 72, 114
2, 1682, Pitch_bend_c, 0, 8640
2, 1683, Pitch_bend_c, 0, 8672
2, 1683, Pitch_bend_c, 0, 8704
2, 1687, Pitch_bend_c, 0, 8736
2, 1701, Pitch_bend_c, 0, 8704
2, 1705, Pitch_bend_c, 0, 8640
2, 1708, Pitch_bend_c, 0, 8576
2, 1711, Pitch_bend_c, 0, 8512
2, 1715, Pitch_bend_c, 0, 8480
2, 1718, Pitch_bend_c, 0, 8448
2, 1722, Pitch_bend_c, 0, 8384
2, 1726, Pitch_bend_c, 0, 8352
2, 1755, Note_on_c, 0, 72, 0
2, 1766, Pitch_bend_c, 0, 8192
2, 1768, Pitch_bend_c, 0, 8192
2, 1768, Pitch_bend_c, 0, 8512
2, 1768, Note_on_c, 0, 72, 107
2, 1770, Pitch_bend_c, 0, 8544
2, 1771, Pitch_bend_c, 0, 8512
2, 1775, Pitch_bend_c, 0, 8448
2, 1778, Pitch_bend_c, 0, 8416
2, 1782, Pitch_bend_c, 0, 8352
2, 1785, Pitch_bend_c, 0, 8320
2, 1792, Pitch_bend_c, 0, 8352
2, 1802, Pitch_bend_c, 0, 8384
2, 1808, Pitch_bend_c, 0, 8352
2, 1818, Pitch_bend_c, 0, 8320
2, 1830, Pitch_bend_c, 0, 8352
2, 1840, Pitch_bend_c, 0, 8384
2, 1850, Pitch_bend_c, 0, 8352
2, 1852, Pitch_bend_c, 0, 8160
2, 1856, Pitch_bend_c, 0, 7936
2, 1859, Note_on_c, 0, 72, 0
2, 1860, Pitch_bend_c, 0, 7712
2, 1860, Pitch_bend_c, 0, 8384
2, 1865, Pitch_bend_c, 0, 8192
2, 1866, Pitch_bend_c, 0, 8192
2, 1866, Note_on_c, 0, 75, 108
2, 1867, Pitch_bend_c, 0, 8256
2, 1868, Pitch_bend_c, 0, 8224
2, 1868, Pitch_bend_c, 0, 8192
2, 1870, Pitch_bend_c, 0, 8256
2, 1870, Pitch_bend_c, 0, 8352
2, 1871, Pitch_bend_c, 0, 8320
2, 1871, Pitch_bend_c, 0, 8256
2, 1871, Pitch_bend_c, 0, 8192
2, 1895, Pitch_bend_c, 0, 8256
2, 1915, Pitch_bend_c, 0, 8192
2, 1928, Pitch_bend_c, 0, 8128
2, 1930, Note_on_c, 0, 75, 0
2, 1930, Pitch_bend_c, 0, 8256
2, 1931, Pitch_bend_c, 0, 8192
2, 1932, Pitch_bend_c, 0, 8192
2, 1932, Note_on_c, 0, 72, 101
2, 1932, Pitch_bend_c, 0, 8608
2, 1933, Pitch_bend_c, 0, 8544
2, 1935, Pitch_bend_c, 0, 8512
2, 1935, Pitch_bend_c, 0, 8448
2, 1935, Pitch_bend_c, 0, 8416
2, 1936, Pitch_bend_c, 0, 8448
2, 1942, Pitch_bend_c, 0, 8480
2, 1946, Pitch_bend_c, 0, 8448
2, 1952, Pitch_bend_c, 0, 8384
2, 1956, Pitch_bend_c, 0, 8352
2, 1958, Pitch_bend_c, 0, 8320
2, 1966, Pitch_bend_c, 0, 8352
2, 1970, Pitch_bend_c, 0, 8320
2, 1972, Pitch_bend_c, 0, 8352
2, 1985, Note_on_c, 0, 72, 0
2, 2101, Pitch_bend_c, 0, 8192
2, 2102, Pitch_bend_c, 0, 8192
2, 2102, Pitch_bend_c, 0, 8352
2, 2102, Note_on_c, 0, 70, 95
2, 2105, Pitch_bend_c, 0, 8320
2, 2116, Pitch_bend_c, 0, 8288
2, 2121, Note_on_c, 0, 70, 0
2, 2131, Pitch_bend_c, 0, 8192
2, 2132, Pitch_bend_c, 0, 8192
2, 2132, Note_on_c, 0, 67, 99
2, 2133, Pitch_bend_c, 0, 8608
2, 2135, Pitch_bend_c, 0, 8736
2, 2135, Pitch_bend_c, 0, 8832
2, 2135, Pitch_bend_c, 0, 8960
2, 2136, Pitch_bend_c, 0, 9056
2, 2137, Pitch_bend_c, 0, 9024
2, 2141, Pitch_bend_c, 0, 8992
2, 2148, Pitch_bend_c, 0, 8864
2, 2151, Pitch_bend_c, 0, 8800
2, 2155, Pitch_bend_c, 0, 8736
2, 2158, Pitch_bend_c, 0, 8608
2, 2160, Note_on_c, 0, 67, 0
