0, 0, Header, 1, 15, 480
1, 0, Start_track
1, 0, Title_t, "Mama Said"
1, 0, SMPTE_offset, 0, 0, 0, 0, 0
1, 0, Tempo, 437956
1, 0, Time_signature, 4, 2, 24, 8
1, 0, Key_signature, 0, "minor"
1, 0, End_track
2, 0, Start_track
2, 0, Title_t, "Soft karaoke"
2, 0, Text_t, "@KMIDI KARAOKE FILE"
2, 0, Text_t, "@IGenerated with Karakan version 6.0beta4"
2, 0, End_track
3, 0, Start_track
3, 0, Title_t, "Words"
3, 0, Text_t, "@LENGL"
3, 0, Text_t, "@TThe Shirelles - Mama Said"
3, 0, Text_t, "@TChart Position US No.4 1961"
3, 0, Text_t, "@TKAR by Estrada 17th September 2011"
3, 9868, Text_t, "\\Ma"
3, 10256, Text_t, "ma"
3, 10576, Text_t, " said"
3, 10828, Text_t, " there'll"
3, 11216, Text_t, " be"
3, 11536, Text_t, " days"
3, 12016, Text_t, " like"
3, 12268, Text_t, " this,"
3, 12748, Text_t, "/There'll"
3, 13136, Text_t, " be"
3, 13456, Text_t, " days"
3, 13936, Text_t, " like"
3, 14188, Text_t, " this"
3, 14668, Text_t, " Ma"
3, 15056, Text_t, "ma"
3, 15376, Text_t, " said"
3, 15840, Text_t, "/{Ma"
3, 16080, Text_t, "ma"
3, 16320, Text_t, " said,"
3, 16800, Text_t, " ma"
3, 17040, Text_t, "ma"
3, 17280, Text_t, " said}"
3, 17548, Text_t, "/Ma"
3, 17936, Text_t, "ma"
3, 18256, Text_t, " said"
3, 18508, Text_t, " there'll"
3, 18896, Text_t, " be"
3, 19216, Text_t, " days"
3, 19696, Text_t, " like"
3, 19948, Text_t, " this,"
3, 20428, Text_t, "/There'll"
3, 20816, Text_t, " be"
3, 21136, Text_t, " days"
3, 21616, Text_t, " like"
3, 21868, Text_t, " this"
3, 22348, Text_t, " my"
3, 22576, Text_t, " Ma"
3, 22828, Text_t, "ma"
3, 23056, Text_t, " said"
3, 23520, Text_t, "/{Ma"
3, 23760, Text_t, "ma"
3, 24000, Text_t, " said,"
3, 24480, Text_t, " ma"
3, 24720, Text_t, "ma"
3, 24960, Text_t, " said}"
3, 25228, Text_t, "\\I"
3, 25616, Text_t, " went"
3, 25936, Text_t, " walk"
3, 26188, Text_t, "ing"
3, 26668, Text_t, " the"
3, 26896, Text_t, " oth"
3, 27056, Text_t, "er"
3, 27216, Text_t, " da"
3, 27628, Text_t, "y,"
3, 28336, Text_t, "/Ev"
3, 28588, Text_t, "ery"
3, 29296, Text_t, "thing"
3, 29548, Text_t, " was"
3, 29776, Text_t, " go"
3, 30028, Text_t, "i"
3, 30256, Text_t, "ng"
3, 30508, Text_t, " fi"
3, 30736, Text_t, "n"
3, 30988, Text_t, "e,"
3, 32428, Text_t, "/I"
3, 32656, Text_t, " met"
3, 32908, Text_t, " a"
3, 33136, Text_t, " lit"
3, 33388, Text_t, "tle"
3, 33616, Text_t, " boy"
3, 33868, Text_t, " na"
