0, 0, Header, 1, 13, 240
1, 0, Start_track
1, 0, Time_signature, 4, 2, 24, 8
1, 0, Tempo, 535714
1, 0, End_track
2, 0, Start_track
2, 0, Title_t, "Soft karaoke"
2, 0, Text_t, "@KMIDI KARAOKE FILE"
2, 0, End_track
3, 0, Start_track
3, 0, Title_t, "Words"
3, 0, Text_t, "@LENGL"
3, 0, Text_t, "@TBoogie Down/Al Jarreau"
3, 0, Text_t, "@TAl Jarreau, Michael Omartian"
3, 16320, Text_t, "\\I"
3, 16560, Text_t, " can"
3, 16740, Text_t, " be"
3, 17400, Text_t, " what"
3, 17580, Text_t, " I"
3, 17760, Text_t, " want"
3, 17880, Text_t, " to"
3, 18060, Text_t, "/and"
3, 18240, Text_t, " all"
3, 18480, Text_t, " I"
3, 18660, Text_t, " need"
3, 18960, Text_t, " is"
3, 19080, Text_t, " to"
3, 19200, Text_t, "/get"
3, 19320, Text_t, " my"
3, 19440, Text_t, " boo"
3, 19500, Text_t, "gie"
3, 19620, Text_t, " down"
3, 20160, Text_t, "\\You"
3, 20400, Text_t, " can"
3, 20580, Text_t, " be"
3, 21240, Text_t, " what"
3, 21420, Text_t, " I"
3, 21600, Text_t, " want"
3, 21720, Text_t, " to"
3, 21900, Text_t, "/You"
3, 21960, Text_t, " know"
3, 22080, Text_t, " all"
3, 22320, Text_t, " I"
3, 22500, Text_t, " need"
3, 22800, Text_t, " is"
3, 22920, Text_t, " to"
3, 23040, Text_t, "/get"
3, 23160, Text_t, " my"
3, 23280, Text_t, " boo"
3, 23340, Text_t, "gie"
3, 23460, Text_t, " down"
3, 24000, Text_t, "\\I"
3, 24240, Text_t, " can"
3, 24420, Text_t, " be"
3, 24720, Text_t, " what"
3, 24840, Text_t, " I"
3, 24960, Text_t, " want"
3, 25200, Text_t, " to"
3, 25740, Text_t, "/and"
3, 25920, Text_t, " all"
3, 26160, Text_t, " I"
3, 26340, Text_t, " need"
3, 26640, Text_t, " is"
3, 26760, Text_t, " to"
3, 26880, Text_t, "/get"
3, 27000, Text_t, " my"
3, 27120, Text_t, " boo"
3, 27180, Text_t, "gie"
3, 27300, Text_t, " down"
3, 27840, Text_t, "\\You"
3, 28080, Text_t, " can"
3, 28260, Text_t, " be"
3, 28560, Text_t, " what"
3, 28680, Text_t, " I"
3, 28800, Text_t, " want"
3, 29040, Text_t, " to"
3, 29580, Text_t, "/You"
3, 29640, Text_t, " know"
3, 29760, Text_t, " all"
3, 30000, Text_t, " I"
3, 30180, Text_t, " need"
3, 30480, Text_t, " is"
3, 30600, Text_t, " to"
3, 30720, Text_t, "/get"
3, 30840, Text_t, " my"
3, 30960, Text_t, " boo"
3, 31020, Text_t, "gie"
3, 31140, Text_t, " down"
3, 31920, Text_t, "\\I"
3, 32040, Text_t, " got"
3, 32160, Text_t, " my"
3, 32280, Text_t, " certain"
3, 32400, Text_t, " and"
3, 32520, Text_t, " my"
3, 32640, Text_t, " sure"
3, 32880, Text_t, "/'nough"
3, 33060, Text_t, " on"
3, 33960, Text_t, "/and"
3, 34020, Text_t, " I'm"
3, 34080, Text_t, " puttin'"
3, 34140, Text_t, " on"
3, 34200, Text_t, " my"
3, 34260, Text_t, " real"
3, 34320, Text_t, "ly"
3, 34380, Text_t, " for"
3, 34440, Text_t, " re"
3, 34500, Text_t, "al"
3, 35760, Text_t, "/You"
3, 35880, Text_t, " face"
3, 36000, Text_t, " that"
3, 36120, Text_t, " cur"
3, 36240, Text_t, "tain"
3, 36360, Text_t, " with"
3, 36480, Text_t, " your"
3, 36720, Text_t, " best"
3, 36900, Text_t, "/stuff"
3, 37260, Text_t, " on"
3, 37320, Text_t, "/You"
3, 37380, Text_t, " are"
3, 37440, Text_t, " the"
3, 37560, Text_t, " winner"
3, 38160, Text_t, " and"
3, 38220, Text_t, " you're"
3, 38280, Text_t, " gonna"
3, 38340, Text_t, " feel"
3, 39360, Text_t, "\\You"
3, 39600, Text_t, " can"
3, 39780, Text_t, " be"
3, 40440, Text_t, " what"
3, 40620, Text_t, " you"
3, 40800, Text_t, " want"
3, 40920, Text_t, " to"
3, 41100, Text_t, "/And"
3, 41280, Text_t, " all"
3, 41520, Text_t, " you"
3, 41700, Text_t, " need"
3, 42000, Text_t, " is"
3, 42120, Text_t, " to"
3, 42240, Text_t, "/get"
3, 42360, Text_t, " your"
3, 42480, Text_t, " boo"
3, 42540, Text_t, "gie"
3, 42660, Text_t, " down"
3, 43200, Text_t, "\\I"
3, 43440, Text_t, " can"
3, 43620, Text_t, " be"
3, 44280, Text_t, " what"
3, 44460, Text_t, " I"
3, 44640, Text_t, " want"
3, 44760, Text_t, " to"
3, 44940, Text_t, "/and"
3, 45120, Text_t, " all"
3, 45360, Text_t, " I"
3, 45540, Text_t, " need"
3, 45840, Text_t, " is"
3, 45960, Text_t, " to"
3, 46080, Text_t, "/get"
3, 46200, Text_t, " my"
3, 46320, Text_t, " boo"
3, 46380, Text_t, "gie"
3, 46500, Text_t, " down"
3, 54480, Text_t, "\\Shoo"
3, 54600, Text_t, " be"
3, 54660, Text_t, " doo"
3, 54720, Text_t, ","
3, 54960, Text_t, " doo"
3, 55200, Text_t, " scoo"
3, 55260, Text_t, " be"
3, 55320, Text_t, " doo"
3, 55380, Text_t, " doo"
3, 55560, Text_t, "/doo"
3, 55620, Text_t, " doo"
3, 55680, Text_t, " doo"
3, 55800, Text_t, "bie"
3, 56040, Text_t, " doo"
3, 56100, Text_t, " yah"
3, 56160, Text_t, "/scoo"
3, 56280, Text_t, " be"
3, 56340, Text_t, " doo"
3, 56520, Text_t, " doo"
3, 56700, Text_t, " yah,bop"
3, 56760, Text_t, " bop"
3, 56820, Text_t, " bop"
3, 56880, Text_t, " bop"
3, 56940, Text_t, " bop"
3, 57000, Text_t, " du"
3, 57060, Text_t, " wah!"
3, 57120, Text_t, "/Shoo"
3, 57240, Text_t, " be"
3, 57300, Text_t, " doo"
3, 57360, Text_t, ","
3, 57420, Text_t, " doo"
3, 57480, Text_t, " scoo"
3, 57540, Text_t, " be"
3, 57600, Text_t, " doo"
3, 57660, Text_t, " doo"
3, 57720, Text_t, "/scoo"
3, 58140, Text_t, " bop"
3, 58260, Text_t, " bop"
3, 58380, Text_t, " bop"
3, 58560, Text_t, " du"
3, 58680, Text_t, " wah!"
3, 58800, Text_t, "/be"
3, 58920, Text_t, " doo"
3, 59040, Text_t, " doo"
3, 59100, Text_t, " yah,bop"
3, 59160, Text_t, " bop"
3, 59220, Text_t, " bop"
3, 59400, Text_t, " bop"
3, 59460, Text_t, " bop"
3, 60060, Text_t, " du"
3, 60180, Text_t, " wah!"
3, 60300, Text_t, "/Shoo"
3, 60780, Text_t, " be"
3, 60840, Text_t, " doo"
3, 60960, Text_t, ","
3, 61080, Text_t, " doo"
3, 61200, Text_t, " scoo"
3, 61320, Text_t, " be"
3, 61380, Text_t, " doo"
3, 61740, Text_t, " doo"
3, 61800, Text_t, "/doo"
3, 61860, Text_t, " doup"
3, 61920, Text_t, " doo"
3, 62040, Text_t, " doo"
3, 62160, Text_t, "bie"
3, 62280, Text_t, " doo"
3, 62340, Text_t, " yah"
3, 62640, Text_t, "\\I"
3, 62760, Text_t, " got"
3, 62880, Text_t, " my"
3, 63000, Text_t, " certain"
3, 63120, Text_t, " and"
3, 63240, Text_t, " my"
3, 63360, Text_t, " sure"
3, 63600, Text_t, "/'nough"
3, 63780, Text_t, " on"
3, 64680, Text_t, "/and"
3, 64740, Text_t, " I'm"
