0, 0, Header, 1, 10, 480
1, 0, Start_track
1, 0, Key_signature, 0, "major"
1, 0, SMPTE_offset, 96, 0, 3, 0, 0
1, 0, System_exclusive, 5, 126, 127, 9, 1, 247
1, 0, Tempo, 521739
1, 0, Time_signature, 4, 2, 24, 8
1, 0, End_track
2, 0, Start_track
2, 0, MIDI_port, 0
2, 0, Sequencer_specific, 7, 0, 0, 0, 106, 0, 4, 1
2, 0, Title_t, "tk1"
2, 0, Program_c, 0, 26
2, 483, Control_c, 0, 7, 100
2, 483, Control_c, 0, 10, 64
2, 495, Control_c, 0, 10, 85
2, 495, Control_c, 0, 11, 127
2, 500, Control_c, 0, 91, 97
2, 500, Control_c, 0, 93, 30
2, 3855, Note_on_c, 0, 65, 123
2, 3855, Pitch_bend_c, 0, 7712
2, 3860, Control_c, 0, 1, 0
2, 3860, Pitch_bend_c, 0, 7872
2, 3865, Pitch_bend_c, 0, 8128
2, 3870, Pitch_bend_c, 0, 8224
2, 3885, Pitch_bend_c, 0, 8160
2, 3895, Pitch_bend_c, 0, 7968
2, 3910, Pitch_bend_c, 0, 7840
2, 3925, Pitch_bend_c, 0, 7936
2, 3940, Pitch_bend_c, 0, 8192
2, 3950, Pitch_bend_c, 0, 8736
2, 3965, Pitch_bend_c, 0, 9536
2, 3980, Pitch_bend_c, 0, 10240
2, 3995, Pitch_bend_c, 0, 10912
2, 4010, Pitch_bend_c, 0, 11264
2, 4020, Pitch_bend_c, 0, 11392
2, 4050, Pitch_bend_c, 0, 11360
2, 4065, Pitch_bend_c, 0, 11328
2, 4075, Note_on_c, 0, 65, 0
2, 4095, Pitch_bend_c, 0, 8192
2, 4100, Note_on_c, 0, 65, 127
2, 4100, Pitch_bend_c, 0, 8000
2, 4105, Pitch_bend_c, 0, 7904
2, 4110, Pitch_bend_c, 0, 7712
2, 4125, Pitch_bend_c, 0, 7680
2, 4140, Pitch_bend_c, 0, 7648
2, 4155, Pitch_bend_c, 0, 7616
2, 4165, Pitch_bend_c, 0, 7584
2, 4180, Pitch_bend_c, 0, 7616
2, 4205, Pitch_bend_c, 0, 7584
2, 4225, Pitch_bend_c, 0, 7616
2, 4235, Pitch_bend_c, 0, 7712
2, 4250, Pitch_bend_c, 0, 7904
2, 4255, Note_on_c, 0, 65, 0
2, 4325, Pitch_bend_c, 0, 8192
2, 4330, Pitch_bend_c, 0, 12288
2, 4330, Note_on_c, 0, 62, 127
2, 4355, Pitch_bend_c, 0, 12224
2, 4360, Pitch_bend_c, 0, 12192
2, 4385, Pitch_bend_c, 0, 12224
2, 4400, Pitch_bend_c, 0, 12160
2, 4425, Pitch_bend_c, 0, 12128
2, 4440, Pitch_bend_c, 0, 12032
2, 4455, Pitch_bend_c, 0, 12000
2, 4470, Pitch_bend_c, 0, 11904
2, 4485, Pitch_bend_c, 0, 11872
2, 4495, Pitch_bend_c, 0, 11808
2, 4515, Pitch_bend_c, 0, 11776
2, 4540, Pitch_bend_c, 0, 11872
2, 4555, Pitch_bend_c, 0, 12160
2, 4570, Pitch_bend_c, 0, 12672
2, 4585, Pitch_bend_c, 0, 13248
2, 4595, Pitch_bend_c, 0, 13760
2, 4610, Pitch_bend_c, 0, 14080
2, 4625, Pitch_bend_c, 0, 14048
2, 4640, Pitch_bend_c, 0, 13760
2, 4655, Note_on_c, 0, 62, 0
2, 5970, Pitch_bend_c, 0, 8192
2, 5985, Note_on_c, 0, 63, 126
2, 5985, Pitch_bend_c, 0, 8448
2, 6015, Pitch_bend_c, 0, 8544
2, 6030, Pitch_bend_c, 0, 8608
2, 6045, Pitch_bend_c, 0, 8736
2, 6060, Pitch_bend_c, 0, 8768
2, 6070, Pitch_bend_c, 0, 8704
2, 6085, Pitch_bend_c, 0, 8640
2, 6100, Pitch_bend_c, 0, 8576
2, 6115, Pitch_bend_c, 0, 8512
2, 6130, Pitch_bend_c, 0, 8480
2, 6140, Pitch_bend_c, 0, 8448
2, 6160, Pitch_bend_c, 0, 8416
2, 6175, Pitch_bend_c, 0, 8384
2, 6190, Pitch_bend_c, 0, 8352
2, 6210, Pitch_bend_c, 0, 8480
2, 6215, Note_on_c, 0, 63, 0
2, 6215, Note_on_c, 0, 64, 118
2, 6215, Pitch_bend_c, 0, 8224
2, 6225, Pitch_bend_c, 0, 8128
2, 6230, Pitch_bend_c, 0, 8160
2, 6260, Pitch_bend_c, 0, 8192
2, 6275, Pitch_bend_c, 0, 8160
2, 6290, Pitch_bend_c, 0, 8128
2, 6320, Pitch_bend_c, 0, 8064
2, 6335, Pitch_bend_c, 0, 8032
2, 6345, Pitch_bend_c, 0, 8000
2, 6360, Pitch_bend_c, 0, 8032
2, 6370, Pitch_bend_c, 0, 8064
2, 6380, Note_on_c, 0, 64, 0
2, 6440, Pitch_bend_c, 0, 8192
2, 6450, Note_on_c, 0, 67, 120
2, 6455, Pitch_bend_c, 0, 7552
2, 6460, Pitch_bend_c, 0, 7520
2, 6495, Pitch_bend_c, 0, 7552
2, 6535, Pitch_bend_c, 0, 7520
2, 6565, Pitch_bend_c, 0, 7488
2, 6590, Pitch_bend_c, 0, 7456
2, 6610, Pitch_bend_c, 0, 7392
2, 6615, Note_on_c, 0, 67, 0
2, 6615, Pitch_bend_c, 0, 7520
2, 6685, Pitch_bend_c, 0, 8192
2, 6700, Note_on_c, 0, 72, 126
2, 6700, Pitch_bend_c, 0, 8288
2, 6705, Pitch_bend_c, 0, 8256
2, 6725, Pitch_bend_c, 0, 8224
2, 6745, Pitch_bend_c, 0, 8192
2, 6770, Pitch_bend_c, 0, 8096
2, 6785, Pitch_bend_c, 0, 7968
2, 6820, Note_on_c, 0, 72, 0
2, 6820, Pitch_bend_c, 0, 8224
2, 6920, Pitch_bend_c, 0, 8192
2, 6935, Note_on_c, 0, 70, 122
2, 6935, Pitch_bend_c, 0, 7712
2, 6960, Pitch_bend_c, 0, 7808
2, 6970, Pitch_bend_c, 0, 7904
2, 6990, Pitch_bend_c, 0, 7936
2, 7005, Pitch_bend_c, 0, 7904
2, 7015, Pitch_bend_c, 0, 7776
2, 7030, Pitch_bend_c, 0, 7680
2, 7065, Pitch_bend_c, 0, 7904
2, 7070, Note_on_c, 0, 70, 0
2, 7160, Pitch_bend_c, 0, 8192
2, 7170, Note_on_c, 0, 70, 125
2, 7170, Pitch_bend_c, 0, 8288
2, 7175, Pitch_bend_c, 0, 8000
2, 7195, Pitch_bend_c, 0, 7968
2, 7210, Pitch_bend_c, 0, 8000
2, 7220, Pitch_bend_c, 0, 8032
2, 7235, Pitch_bend_c, 0, 8128
2, 7250, Pitch_bend_c, 0, 10496
2, 7265, Pitch_bend_c, 0, 10976
2, 7280, Pitch_bend_c, 0, 14016
2, 7290, Pitch_bend_c, 0, 14208
2, 7310, Pitch_bend_c, 0, 14464
2, 7320, Pitch_bend_c, 0, 14880
2, 7335, Pitch_bend_c, 0, 15264
2, 7350, Pitch_bend_c, 0, 15456
2, 7360, Pitch_bend_c, 0, 15520
2, 7375, Pitch_bend_c, 0, 15552
2, 7385, Pitch_bend_c, 0, 15520
2, 7445, Pitch_bend_c, 0, 15488
2, 7460, Pitch_bend_c, 0, 15424
2, 7475, Pitch_bend_c, 0, 16383
2, 7565, Note_on_c, 0, 70, 0
2, 7670, Pitch_bend_c, 0, 8192
2, 7680, Note_on_c, 0, 70, 127
2, 7685, Pitch_bend_c, 0, 7936
2, 7690, Pitch_bend_c, 0, 7648
2, 7695, Pitch_bend_c, 0, 7776
2, 7700, Pitch_bend_c, 0, 7904
2, 7720, Pitch_bend_c, 0, 8320
2, 7735, Pitch_bend_c, 0, 10848
2, 7755, Pitch_bend_c, 0, 11232
2, 7765, Pitch_bend_c, 0, 11776
2, 7780, Pitch_bend_c, 0, 12576
2, 7790, Pitch_bend_c, 0, 13536
2, 7805, Pitch_bend_c, 0, 14272
2, 7820, Pitch_bend_c, 0, 14752
2, 7835, Pitch_bend_c, 0, 15168
2, 7850, Pitch_bend_c, 0, 15456
2, 7860, Pitch_bend_c, 0, 15712
2, 7875, Pitch_bend_c, 0, 15904
2, 7890, Pitch_bend_c, 0, 16128
2, 7905, Pitch_bend_c, 0, 16320
2, 7920, Pitch_bend_c, 0, 16383
2, 8225, Note_on_c, 0, 70, 0
2, 9100, Pitch_bend_c, 0, 8192
2, 9105, Note_on_c, 0, 67, 124
2, 9110, Pitch_bend_c, 0, 8064
2, 9115, Pitch_bend_c, 0, 8000
2, 9145, Pitch_bend_c, 0, 8032
2, 9160, Pitch_bend_c, 0, 8000
2, 9190, Pitch_bend_c, 0, 7936
2, 9205, Pitch_bend_c, 0, 7872
2, 9215, Pitch_bend_c, 0, 7840
2, 9230, Pitch_bend_c, 0, 7744
2, 9245, Pitch_bend_c, 0, 7616
2, 9260, Pitch_bend_c, 0, 7520
2, 9265, Note_on_c, 0, 67, 0
2, 9265, Pitch_bend_c, 0, 7872
2, 9345, Pitch_bend_c, 0, 8192
2, 9355, Note_on_c, 0, 72, 127
2, 9360, Pitch_bend_c, 0, 9216
2, 9365, Pitch_bend_c, 0, 8608
2, 9370, Pitch_bend_c, 0, 8640
2, 9385, Pitch_bend_c, 0, 8608
2, 9410, Pitch_bend_c, 0, 8640
2, 9470, Pitch_bend_c, 0, 8544
2, 9485, Pitch_bend_c, 0, 8480
2, 9495, Pitch_bend_c, 0, 8416
2, 9510, Pitch_bend_c, 0, 8288
2, 9525, Pitch_bend_c, 0, 8128
2, 9530, Pitch_bend_c, 0, 8544
2, 9535, Note_on_c, 0, 72, 0
2, 9840, Pitch_bend_c, 0, 8192
2, 9850, Note_on_c, 0, 67, 107
2, 9850, Pitch_bend_c, 0, 7744
2, 9860, Pitch_bend_c, 0, 7808
2, 9905, Pitch_bend_c, 0, 7776
2, 9935, Pitch_bend_c, 0, 7808
2, 9975, Pitch_bend_c, 0, 7776
2, 10000, Pitch_bend_c, 0, 7744
2, 10015, Pitch_bend_c, 0, 7712
2, 10055, Pitch_bend_c, 0, 7680
2, 10075, Pitch_bend_c, 0, 7616
2, 10085, Pitch_bend_c, 0, 8192
2, 10085, Note_on_c, 0, 72, 125
2, 10095, Note_on_c, 0, 67, 0
2, 10095, Pitch_bend_c, 0, 8704
2, 10115, Pitch_bend_c, 0, 8640
2, 10125, Pitch_bend_c, 0, 8544
2, 10155, Pitch_bend_c, 0, 8512
2, 10170, Pitch_bend_c, 0, 8480
2, 10200, Pitch_bend_c, 0, 8448
2, 10210, Pitch_bend_c, 0, 8352
2, 10220, Pitch_bend_c, 0, 8320
2, 10240, Pitch_bend_c, 0, 8288
2, 10275, Note_on_c, 0, 72, 0
2, 10330, Pitch_bend_c, 0, 8192
2, 10340, Note_on_c, 0, 70, 122
2, 10340, Pitch_bend_c, 0, 7904
2, 10345, Pitch_bend_c, 0, 7936
2, 10355, Pitch_bend_c, 0, 8000
2, 10370, Pitch_bend_c, 0, 7968
2, 10410, Pitch_bend_c, 0, 7936
