0, 0, Header, 1, 14, 480
1, 0, Start_track
1, 0, SMPTE_offset, 96, 0, 0, 0, 0
1, 0, Time_signature, 4, 2, 24, 8
1, 441, Tempo, 784826
1, 462, Tempo, 782472
1, 594, Tempo, 780031
1, 625, Tempo, 777705
1, 666, Tempo, 775293
1, 676, Tempo, 772996
1, 687, Tempo, 770712
1, 718, Tempo, 768344
1, 739, Tempo, 766087
1, 853, Tempo, 763747
1, 905, Tempo, 761517
1, 1021, Tempo, 759205
1, 1357, Tempo, 757002
1, 1504, Tempo, 754716
1, 1747, Tempo, 752539
1, 2352, Tempo, 750375
1, 2575, Tempo, 748129
1, 2777, Tempo, 745990
1, 2873, Tempo, 743770
1, 4268, Tempo, 741656
1, 4504, Tempo, 739462
1, 4839, Tempo, 741656
1, 5108, Tempo, 739462
1, 5291, Tempo, 737372
1, 5356, Tempo, 735294
1, 5703, Tempo, 733137
1, 7172, Tempo, 735294
1, 7205, Tempo, 737372
1, 7215, Tempo, 739462
1, 7226, Tempo, 741656
1, 7237, Tempo, 743770
1, 7248, Tempo, 745990
1, 7258, Tempo, 759205
1, 7269, Tempo, 763747
1, 7279, Tempo, 766087
1, 7290, Tempo, 768344
1, 7300, Tempo, 770712
1, 7362, Tempo, 772996
1, 7392, Tempo, 775293
1, 7629, Tempo, 772996
1, 7640, Tempo, 770712
1, 7650, Tempo, 766087
1, 7660, Tempo, 763747
1, 7682, Tempo, 761517
1, 7702, Tempo, 759205
1, 7766, Tempo, 757002
1, 7913, Tempo, 754716
1, 7955, Tempo, 752539
1, 8135, Tempo, 750375
1, 8422, Tempo, 748129
1, 8710, Tempo, 745990
1, 8849, Tempo, 743770
1, 9289, Tempo, 741656
1, 9440, Tempo, 739462
1, 9699, Tempo, 737372
1, 9926, Tempo, 735294
1, 10153, Tempo, 733137
1, 10589, Tempo, 731083
1, 11101, Tempo, 733137
1, 11199, Tempo, 735294
1, 11221, Tempo, 737372
1, 11253, Tempo, 739462
1, 11383, Tempo, 741656
1, 11490, Tempo, 743770
1, 11512, Tempo, 745990
1, 11843, Tempo, 748129
1, 11886, Tempo, 752539
1, 11907, Tempo, 754716
1, 11918, Tempo, 757002
1, 12097, Tempo, 754716
1, 12139, Tempo, 752539
1, 12213, Tempo, 750375
1, 12309, Tempo, 748129
1, 12458, Tempo, 745990
1, 12501, Tempo, 743770
1, 12597, Tempo, 741656
1, 12727, Tempo, 737372
1, 12856, Tempo, 735294
1, 12976, Tempo, 733137
1, 13106, Tempo, 731083
1, 13205, Tempo, 728951
1, 13719, Tempo, 726920
1, 14498, Tempo, 724812
1, 14883, Tempo, 726920
1, 14916, Tempo, 728951
1, 14938, Tempo, 731083
1, 14982, Tempo, 733137
1, 15003, Tempo, 737372
1, 15123, Tempo, 735294
1, 15155, Tempo, 731083
1, 15177, Tempo, 726920
1, 15189, Tempo, 722804
1, 15232, Tempo, 720720
1, 15320, Tempo, 718735
1, 15509, Tempo, 716760
1, 15620, Tempo, 714711
1, 16033, Tempo, 716760
1, 16089, Tempo, 718735
1, 16189, Tempo, 720720
1, 16233, Tempo, 722804
1, 16675, Tempo, 724812
1, 17313, Tempo, 726920
1, 17324, Tempo, 728951
1, 17805, Tempo, 726920
1, 17827, Tempo, 724812
1, 17860, Tempo, 722804
1, 18181, Tempo, 720720
1, 19021, Tempo, 722804
1, 19054, Tempo, 724812
1, 19120, Tempo, 726920
1, 19395, Tempo, 728951
1, 19526, Tempo, 731083
1, 19548, Tempo, 733137
1, 19559, Tempo, 735294
1, 19580, Tempo, 737372
1, 19732, Tempo, 735294
1, 19797, Tempo, 733137
1, 19884, Tempo, 731083
1, 19939, Tempo, 728951
1, 20059, Tempo, 726920
1, 20300, Tempo, 724812
1, 20796, Tempo, 726920
1, 20818, Tempo, 728951
1, 20872, Tempo, 731083
1, 20883, Tempo, 733137
1, 20895, Tempo, 739462
1, 20905, Tempo, 741656
1, 21088, Tempo, 743770
1, 21184, Tempo, 745990
1, 21452, Tempo, 743770
1, 21494, Tempo, 741656
1, 21559, Tempo, 739462
1, 21656, Tempo, 737372
1, 21786, Tempo, 735294
1, 21992, Tempo, 733137
1, 22144, Tempo, 731083
1, 22210, Tempo, 728951
1, 22385, Tempo, 731083
1, 22396, Tempo, 733137
1, 22407, Tempo, 737372
1, 22428, Tempo, 739462
1, 22439, Tempo, 741656
1, 22493, Tempo, 743770
1, 22536, Tempo, 745990
1, 22557, Tempo, 750375
1, 22610, Tempo, 752539
1, 22652, Tempo, 754716
1, 22716, Tempo, 757002
1, 22790, Tempo, 754716
1, 22801, Tempo, 752539
1, 22811, Tempo, 748129
1, 22822, Tempo, 739462
1, 22832, Tempo, 722804
1, 22844, Tempo, 718735
1, 22855, Tempo, 714711
1, 22877, Tempo, 710732
1, 22967, Tempo, 708800
1, 23372, Tempo, 710732
1, 23787, Tempo, 712758
1, 24705, Tempo, 710732
1, 25311, Tempo, 712758
1, 25882, Tempo, 714711
1, 26752, Tempo, 712758
1, 27032, Tempo, 710732
1, 27425, Tempo, 708800
1, 27706, Tempo, 706797
1, 28169, Tempo, 708800
1, 28315, Tempo, 710732
1, 28405, Tempo, 712758
1, 28495, Tempo, 714711
1, 28561, Tempo, 716760
1, 28595, Tempo, 720720
1, 28673, Tempo, 722804
1, 28738, Tempo, 724812
1, 28761, Tempo, 728951
1, 28804, Tempo, 731083
1, 28859, Tempo, 733137
1, 28881, Tempo, 735294
1, 29022, Tempo, 737372
1, 29054, Tempo, 739462
1, 29098, Tempo, 741656
1, 29205, Tempo, 743770
1, 29237, Tempo, 745990
1, 29258, Tempo, 748129
1, 29280, Tempo, 752539
1, 29322, Tempo, 754716
1, 29354, Tempo, 757002
1, 29375, Tempo, 759205
1, 29448, Tempo, 761517
1, 29543, Tempo, 763747
1, 29563, Tempo, 766087
1, 29585, Tempo, 768344
