0, 0, Header, 1, 18, 480
1, 0, Start_track
1, 0, Tempo, 731707
1, 0, Time_signature, 4, 2, 24, 8
1, 0, End_track
2, 0, Start_track
2, 0, Title_t, "Words"
2, 0, Lyric_t, "Trumpets "
2, 0, Lyric_t, "\015"
2, 0, Lyric_t, "Jason Derulo "
2, 0, Lyric_t, "\015"
2, 0, Lyric_t, "\015"
2, 0, Lyric_t, "\015"
2, 1440, Lyric_t, "Ev"
2, 1680, Lyric_t, "ery "
2, 1920, Lyric_t, "time "
2, 2760, Lyric_t, "that "
2, 2880, Lyric_t, "you "
2, 3360, Lyric_t, "get "
2, 3600, Lyric_t, "un"
2, 4080, Lyric_t, "dressed "
2, 4080, Lyric_t, "\015"
2, 5280, Lyric_t, "I "
2, 5520, Lyric_t, "hear "
2, 5760, Lyric_t, "sym"
2, 6600, Lyric_t, "pho"
2, 6720, Lyric_t, "nies "
2, 7200, Lyric_t, "in "
2, 7440, Lyric_t, "my "
2, 7920, Lyric_t, "head "
2, 7920, Lyric_t, "\015"
2, 9360, Lyric_t, "I "
2, 9600, Lyric_t, "wrote "
2, 10080, Lyric_t, "this "
2, 10320, Lyric_t, "song "
2, 10800, Lyric_t, "just "
2, 11520, Lyric_t, "look"
2, 11760, Lyric_t, "ing "
2, 12000, Lyric_t, "at "
2, 12240, Lyric_t, "you "
2, 12720, Lyric_t, "oh, "
2, 13200, Lyric_t, "oh "
2, 13200, Lyric_t, "\015"
2, 13920, Lyric_t, "Yet "
2, 14040, Lyric_t, "the "
2, 14160, Lyric_t, "drums "
2, 14400, Lyric_t, "they "
2, 14640, Lyric_t, "swing "
2, 14880, Lyric_t, "low "
2, 14880, Lyric_t, "\015"
2, 15720, Lyric_t, "And "
2, 15840, Lyric_t, "the "
2, 15960, Lyric_t, "trum"
2, 16200, Lyric_t, "pets "
2, 16440, Lyric_t, "they "
2, 16680, Lyric_t, "go "
2, 16680, Lyric_t, "\015"
2, 19560, Lyric_t, "And "
2, 19680, Lyric_t, "the "
2, 19800, Lyric_t, "trum"
2, 20040, Lyric_t, "pets "
2, 20280, Lyric_t, "they "
2, 20520, Lyric_t, "go "
2, 20520, Lyric_t, "\015"
2, 23400, Lyric_t, "Yeah "
2, 23520, Lyric_t, "the "
2, 23640, Lyric_t, "trum"
2, 23880, Lyric_t, "pets "
2, 24120, Lyric_t, "they "
2, 24360, Lyric_t, "go "
2, 24360, Lyric_t, "\015"
2, 29760, Lyric_t, "(Ooh, "
2, 30720, Lyric_t, "yeah) "
2, 30720, Lyric_t, "\015"
2, 31560, Lyric_t, "And "
2, 31680, Lyric_t, "they "
2, 31920, Lyric_t, "go "
2, 31920, Lyric_t, "\015"
2, 31920, Lyric_t, "\015"
2, 33120, Lyric_t, "Is "
2, 33240, Lyric_t, "it "
2, 33360, Lyric_t, "weird "
2, 33600, Lyric_t, "that "
2, 33720, Lyric_t, "I "
2, 33840, Lyric_t, "hear "
2, 33840, Lyric_t, "\015"
2, 34320, Lyric_t, "Vi"
2, 34440, Lyric_t, "o"
2, 34560, Lyric_t, "lins "
2, 34680, Lyric_t, "when"
2, 34800, Lyric_t, "ev"
2, 34920, Lyric_t, "er "
2, 35040, Lyric_t, "you're "
2, 35280, Lyric_t, "gone "
2, 35280, Lyric_t, "\015"
2, 35640, Lyric_t, "When"
2, 35760, Lyric_t, "ev"
2, 35880, Lyric_t, "er "
2, 36000, Lyric_t, "you're "
2, 36240, Lyric_t, "gone "
2, 36240, Lyric_t, "\015"
2, 36960, Lyric_t, "Is "
2, 37080, Lyric_t, "it "
2, 37200, Lyric_t, "weird "
2, 37440, Lyric_t, "that "
2, 37560, Lyric_t, "your "
2, 37680, Lyric_t, "ass "
2, 37680, Lyric_t, "\015"
2, 38040, Lyric_t, "Re"
2, 38160, Lyric_t, "mind "
2, 38280, Lyric_t, "me "
2, 38400, Lyric_t, "of "
2, 38520, Lyric_t, "a "
2, 38640, Lyric_t, "Kan"
2, 38760, Lyric_t, "ye "
2, 38880, Lyric_t, "West "
2, 39120, Lyric_t, "song? "
2, 39120, Lyric_t, "\015"
2, 39600, Lyric_t, "Kanye "
2, 39720, Lyric_t, "West "
2, 39840, Lyric_t, "song "
2, 39840, Lyric_t, "\015"
2, 39840, Lyric_t, "\015"
2, 40800, Lyric_t, "Is "
2, 40920, Lyric_t, "it "
2, 41040, Lyric_t, "weird "
2, 41280, Lyric_t, "that "
2, 41400, Lyric_t, "I "
2, 41520, Lyric_t, "hear "
2, 41520, Lyric_t, "\015"
2, 42000, Lyric_t, "Trum"
2, 42120, Lyric_t, "pets "
2, 42240, Lyric_t, "when "
2, 42360, Lyric_t, "you're "
2, 42480, Lyric_t, "turn"
2, 42600, Lyric_t, "ing "
2, 42720, Lyric_t, "me "
2, 42960, Lyric_t, "on? "
2, 42960, Lyric_t, "\015"
2, 43440, Lyric_t, "Turn"
2, 43560, Lyric_t, "ing "
2, 43680, Lyric_t, "me "
2, 43920, Lyric_t, "on "
2, 43920, Lyric_t, "\015"
2, 44640, Lyric_t, "Is "
2, 44760, Lyric_t, "it "
2, 44880, Lyric_t, "weird "
2, 45120, Lyric_t, "that "
2, 45240, Lyric_t, "your "
2, 45360, Lyric_t, "bra "
2, 45360, Lyric_t, "\015"
2, 45720, Lyric_t, "Re"
2, 45840, Lyric_t, "mind "
2, 45960, Lyric_t, "me "
2, 46080, Lyric_t, "of "
2, 46200, Lyric_t, "a "
2, 46320, Lyric_t, "Ka"
2, 46440, Lyric_t, "ty "
2, 46560, Lyric_t, "Per"
2, 46680, Lyric_t, "ry "
2, 46800, Lyric_t, "song? "
2, 46800, Lyric_t, "\015"
2, 46800, Lyric_t, "\015"
2, 47280, Lyric_t, "Ev"
2, 47520, Lyric_t, "ery "
2, 47760, Lyric_t, "time "
2, 48840, Lyric_t, "that "
2, 48960, Lyric_t, "you "
2, 49440, Lyric_t, "get "
2, 49680, Lyric_t, "un"
2, 50160, Lyric_t, "dressed "
2, 50160, Lyric_t, "\015"
2, 51360, Lyric_t, "I "
2, 51600, Lyric_t, "hear "
2, 51840, Lyric_t, "sym"
2, 52680, Lyric_t, "pho"
2, 52800, Lyric_t, "nies "
2, 53280, Lyric_t, "in "
2, 53520, Lyric_t, "my "
2, 54000, Lyric_t, "head "
2, 54000, Lyric_t, "\015"
2, 55440, Lyric_t, "I "
2, 55680, Lyric_t, "wrote "
2, 56160, Lyric_t, "this "
2, 56400, Lyric_t, "song "
2, 56880, Lyric_t, "just "
2, 57600, Lyric_t, "look"
2, 57840, Lyric_t, "ing "
2, 58080, Lyric_t, "at "
2, 58320, Lyric_t, "you "
2, 58800, Lyric_t, "o"
2, 59040, Lyric_t, "oh, "
2, 59280, Lyric_t, "oh "
2, 59280, Lyric_t, "\015"
2, 60000, Lyric_t, "Yeah "
2, 60120, Lyric_t, "the "
