0, 0, Header, 1, 15, 120
1, 0, Start_track
1, 0, Title_t, "untitled"
1, 0, SMPTE_offset, 96, 0, 3, 0, 0
1, 0, Time_signature, 4, 2, 24, 8
1, 0, Key_signature, 0, "major"
1, 0, Tempo, 413793
1, 45360, Tempo, 405405
1, 45840, Tempo, 405405
1, 46080, Tempo, 405405
1, 46320, Tempo, 405405
1, 46800, Tempo, 405405
1, 47280, Tempo, 405405
1, 47280, End_track
2, 0, Start_track
2, 0, MIDI_port, 0
2, 0, Title_t, "Fagen"
2, 0, Control_c, 0, 0, 56
2, 0, Control_c, 0, 32, 0
2, 0, Program_c, 0, 53
2, 0, Control_c, 0, 7, 127
2, 6083, Note_on_c, 0, 55, 113
2, 6087, Channel_aftertouch_c, 0, 6
2, 6093, Channel_aftertouch_c, 0, 17
2, 6099, Channel_aftertouch_c, 0, 14
2, 6104, Channel_aftertouch_c, 0, 10
2, 6110, Channel_aftertouch_c, 0, 7
2, 6114, Note_on_c, 0, 57, 113
2, 6116, Note_on_c, 0, 55, 0
2, 6116, Channel_aftertouch_c, 0, 26
2, 6122, Channel_aftertouch_c, 0, 32
2, 6128, Channel_aftertouch_c, 0, 33
2, 6133, Channel_aftertouch_c, 0, 25
2, 6139, Channel_aftertouch_c, 0, 19
2, 6145, Channel_aftertouch_c, 0, 14
2, 6151, Channel_aftertouch_c, 0, 11
2, 6157, Channel_aftertouch_c, 0, 8
2, 6163, Channel_aftertouch_c, 0, 6
2, 6168, Channel_aftertouch_c, 0, 4
2, 6170, Note_on_c, 0, 57, 0
2, 6175, Channel_aftertouch_c, 0, 3
2, 6181, Channel_aftertouch_c, 0, 2
2, 6187, Channel_aftertouch_c, 0, 1
2, 6196, Note_on_c, 0, 62, 121
2, 6199, Channel_aftertouch_c, 0, 28
2, 6204, Channel_aftertouch_c, 0, 53
2, 6210, Channel_aftertouch_c, 0, 71
2, 6216, Channel_aftertouch_c, 0, 73
2, 6222, Channel_aftertouch_c, 0, 57
2, 6228, Channel_aftertouch_c, 0, 42
2, 6234, Channel_aftertouch_c, 0, 32
2, 6239, Channel_aftertouch_c, 0, 24
2, 6245, Channel_aftertouch_c, 0, 18
2, 6251, Channel_aftertouch_c, 0, 13
2, 6257, Channel_aftertouch_c, 0, 10
2, 6262, Channel_aftertouch_c, 0, 7
2, 6269, Channel_aftertouch_c, 0, 5
2, 6274, Channel_aftertouch_c, 0, 4
2, 6280, Channel_aftertouch_c, 0, 3
2, 6286, Channel_aftertouch_c, 0, 2
2, 6297, Channel_aftertouch_c, 0, 1
2, 6309, Channel_aftertouch_c, 0, 0
2, 6317, Note_on_c, 0, 64, 117
2, 6320, Note_on_c, 0, 62, 0
2, 6321, Channel_aftertouch_c, 0, 2
2, 6327, Channel_aftertouch_c, 0, 3
2, 6333, Channel_aftertouch_c, 0, 2
2, 6341, Note_on_c, 0, 64, 0
2, 6344, Channel_aftertouch_c, 0, 1
2, 6356, Channel_aftertouch_c, 0, 0
2, 6866, Note_on_c, 0, 64, 117
2, 6868, Channel_aftertouch_c, 0, 29
2, 6879, Channel_aftertouch_c, 0, 22
2, 6884, Channel_aftertouch_c, 0, 17
2, 6891, Channel_aftertouch_c, 0, 12
2, 6897, Channel_aftertouch_c, 0, 9
2, 6900, Note_on_c, 0, 64, 0
2, 6902, Channel_aftertouch_c, 0, 7
2, 6909, Channel_aftertouch_c, 0, 5
2, 6914, Channel_aftertouch_c, 0, 4
2, 6920, Channel_aftertouch_c, 0, 3
2, 6926, Channel_aftertouch_c, 0, 2
2, 6938, Channel_aftertouch_c, 0, 1
2, 6942, Note_on_c, 0, 67, 117
2, 6944, Channel_aftertouch_c, 0, 32
2, 6949, Channel_aftertouch_c, 0, 24
2, 6955, Channel_aftertouch_c, 0, 18
2, 6961, Channel_aftertouch_c, 0, 14
2, 6967, Channel_aftertouch_c, 0, 10
2, 6973, Channel_aftertouch_c, 0, 7
2, 6976, Note_on_c, 0, 67, 0
2, 6979, Channel_aftertouch_c, 0, 5
2, 6984, Channel_aftertouch_c, 0, 4
2, 6987, Note_on_c, 0, 64, 117
2, 6991, Channel_aftertouch_c, 0, 7
2, 6996, Channel_aftertouch_c, 0, 21
2, 7002, Channel_aftertouch_c, 0, 17
2, 7008, Channel_aftertouch_c, 0, 12
2, 7014, Channel_aftertouch_c, 0, 9
2, 7020, Channel_aftertouch_c, 0, 7
2, 7026, Channel_aftertouch_c, 0, 5
2, 7031, Channel_aftertouch_c, 0, 4
2, 7037, Channel_aftertouch_c, 0, 3
2, 7041, Note_on_c, 0, 64, 0
2, 7044, Channel_aftertouch_c, 0, 2
