0, 0, Header, 1, 17, 480
1, 0, Start_track
1, 0, Text_t, "Céline Dion - Contre nature"
1, 0, Tempo, 508475
1, 0, Time_signature, 4, 2, 24, 8
1, 0, Key_signature, 0, "major"
1, 1920, Tempo, 750000
1, 3840, Tempo, 508475
1, 3840, End_track
2, 0, Start_track
2, 0, Title_t, "Soft karaoke"
2, 0, Text_t, "@KMIDI KARAOKE FILE"
2, 0, End_track
3, 0, Start_track
3, 0, Title_t, "Words"
3, 4080, Text_t, "\\Et"
3, 4320, Text_t, " on"
3, 4560, Text_t, " a"
3, 4800, Text_t, " é"
3, 5040, Text_t, "teint"
3, 5526, Text_t, " no"
3, 6000, Text_t, "tre"
3, 6240, Text_t, " lu"
3, 6480, Text_t, "mièr'"
3, 7920, Text_t, "/Ce"
3, 8160, Text_t, " qui"
3, 8400, Text_t, " nous"
3, 8640, Text_t, " gui"
3, 8880, Text_t, "dait"
3, 9360, Text_t, " en"
3, 9840, Text_t, "cor'"
3, 10080, Text_t, " hi"
3, 10320, Text_t, "~"
3, 10560, Text_t, "er"
3, 11040, Text_t, "/A"
3, 11280, Text_t, "lors"
3, 14160, Text_t, " je"
3, 14400, Text_t, " vou"
3, 14640, Text_t, "drais"
3, 14880, Text_t, " te"
3, 15120, Text_t, " dir'"
3, 19440, Text_t, "\\Qu'il"
3, 19680, Text_t, " peut"
3, 19920, Text_t, " res"
3, 20160, Text_t, "ter"
3, 20640, Text_t, " d'un"
3, 20886, Text_t, " a"
3, 21360, Text_t, "mour"
3, 21600, Text_t, " si"
3, 21840, Text_t, " grand"
3, 23280, Text_t, "/Un'"
3, 23520, Text_t, " é"
3, 23760, Text_t, "tin"
3, 24000, Text_t, "cell'"
3, 24480, Text_t, " qui"
3, 25200, Text_t, " dé"
3, 25440, Text_t, "fie"
3, 25680, Text_t, " le"
3, 25920, Text_t, " temps"
3, 26160, Text_t, "~"
3, 26400, Text_t, "/Et"
3, 26640, Text_t, " puis"
3, 29520, Text_t, " je"
3, 29760, Text_t, " vou"
3, 30000, Text_t, "drais"
3, 30240, Text_t, " te"
3, 30480, Text_t, " dir'"
3, 33600, Text_t, "\\Que"
3, 33840, Text_t, " cha"
3, 34080, Text_t, "que"
