0, 0, Header, 1, 12, 384
1, 0, Start_track
1, 0, Time_signature, 4, 2, 96, 8
1, 0, Sequencer_specific, 3, 0, 0, 65
1, 0, Tempo, 594059
1, 0, End_track
2, 0, Start_track
2, 0, Title_t, "Soft karaoke"
2, 0, Text_t, "@KMIDI KARAOKE FILE"
2, 0, End_track
3, 0, Start_track
3, 0, Title_t, "Words"
3, 0, Text_t, "@Ientered with Karakan"
3, 0, Text_t, "@LENGL"
3, 0, Text_t, "@TROOF GARDEN - Al Jarreau (1981)"
3, 0, Text_t, "@T(Words & music: Al Jarreau/Tom Canning/Jay Graydon)"
3, 0, Text_t, "@TI-Scream Music Productions, ejes 1997"
3, 15288, Text_t, "\\Does a"
3, 15480, Text_t, "ny"
3, 15552, Text_t, "one"
3, 15744, Text_t, " wanna"
3, 15936, Text_t, " go"
3, 16128, Text_t, " walt"
3, 16320, Text_t, "zing"
3, 16440, Text_t, " in"
3, 16632, Text_t, " the"
3, 16824, Text_t, " gar"
3, 17016, Text_t, "den?"
3, 18360, Text_t, "/Does a"
3, 18552, Text_t, "ny"
3, 18624, Text_t, "one"
3, 18816, Text_t, " wanna"
3, 19008, Text_t, " go"
3, 19200, Text_t, " dance"
3, 19392, Text_t, " up"
3, 19512, Text_t, " on"
3, 19704, Text_t, " the"
3, 19896, Text_t, " roof?"
3, 21432, Text_t, "\\Does a"
3, 21624, Text_t, "ny"
3, 21696, Text_t, "one"
3, 21888, Text_t, " wanna"
3, 22080, Text_t, " go"
3, 22272, Text_t, " walt"
3, 22464, Text_t, "zing"
3, 22584, Text_t, " in"
3, 22776, Text_t, " the"
3, 22968, Text_t, " gar"
3, 23160, Text_t, "den?"
3, 24504, Text_t, "/Does a"
3, 24696, Text_t, "ny"
3, 24768, Text_t, "one"
3, 24960, Text_t, " wanna"
3, 25152, Text_t, " go"
3, 25344, Text_t, " dance"
3, 25536, Text_t, " up"
3, 25656, Text_t, " on"
3, 25848, Text_t, " the"
3, 26040, Text_t, " roof?"
3, 27576, Text_t, "\\Does any"
3, 27840, Text_t, "one"
3, 28032, Text_t, " wanna"
3, 28224, Text_t, " go"
3, 28416, Text_t, " walt"
3, 28608, Text_t, "zing"
3, 28728, Text_t, " in"
3, 28920, Text_t, " the"
3, 29112, Text_t, " gar"
3, 29376, Text_t, "den?"
3, 30648, Text_t, "/Does any"
3, 30912, Text_t, "one"
3, 31104, Text_t, " wanna"
3, 31296, Text_t, " go"
3, 31488, Text_t, " dance"
3, 31680, Text_t, " up"
3, 31872, Text_t, " on"
3, 32064, Text_t, " the"
3, 32184, Text_t, " roof?"
3, 33720, Text_t, "\\Does a"
3, 33912, Text_t, "ny"
3, 33984, Text_t, "one"
3, 34176, Text_t, " wanna"
3, 34368, Text_t, " go"
3, 34560, Text_t, " walt"
3, 34752, Text_t, "zing"
3, 34872, Text_t, " in"
3, 35064, Text_t, " the"
3, 35256, Text_t, " gar"
3, 35448, Text_t, "den?"
3, 36792, Text_t, "/Does a"
3, 36984, Text_t, "ny"
3, 37056, Text_t, "one"
3, 37248, Text_t, " wanna"
3, 37440, Text_t, " go"
3, 37632, Text_t, " dance"
3, 37824, Text_t, " up"
3, 37944, Text_t, " on"
3, 38136, Text_t, " the"
3, 38328, Text_t, " roof?"
3, 39936, Text_t, "\\On"
3, 40320, Text_t, " the"
3, 40632, Text_t, " town"
3, 41088, Text_t, "/Se"
3, 41280, Text_t, "quins"
3, 41472, Text_t, " e"
3, 41856, Text_t, "vening"
3, 42168, Text_t, " gown"
3, 43008, Text_t, "\\Climb"
3, 43392, Text_t, " those"
3, 43704, Text_t, " stairs"
3, 44160, Text_t, "/To"
3, 44352, Text_t, " that"
3, 44544, Text_t, " ballroom"
3, 44928, Text_t, " in"
3, 45240, Text_t, " the air"
3, 46008, Text_t, "\\Does a"
3, 46200, Text_t, "ny"
3, 46272, Text_t, "one"
3, 46464, Text_t, " wanna"
3, 46656, Text_t, " go"
3, 46848, Text_t, " walt"
3, 47040, Text_t, "zing"
3, 47160, Text_t, " in"
3, 47352, Text_t, " the"
3, 47544, Text_t, " gar"
3, 47736, Text_t, "den?"
3, 49080, Text_t, "/Does a"
3, 49272, Text_t, "ny"
3, 49344, Text_t, "one"
3, 49536, Text_t, " wanna"
3, 49728, Text_t, " go"
3, 49920, Text_t, " dance"
3, 50112, Text_t, " up"
3, 50232, Text_t, " on"
3, 50424, Text_t, " the"
3, 50616, Text_t, " roof?"
3, 52224, Text_t, "\\Does a"
3, 52344, Text_t, "ny"
3, 52416, Text_t, "one"
3, 52608, Text_t, " wanna"
3, 52800, Text_t, " go"
3, 52992, Text_t, " walt"
3, 53184, Text_t, "zing"
3, 53304, Text_t, " in"
3, 53496, Text_t, " the"
3, 53688, Text_t, " gar"
3, 53880, Text_t, "den?"
3, 55224, Text_t, "/Does a"
3, 55416, Text_t, "ny"
3, 55488, Text_t, "one"
3, 55680, Text_t, " wanna"
3, 55872, Text_t, " go"
3, 56064, Text_t, " dance"
3, 56256, Text_t, " up"
3, 56376, Text_t, " on"
3, 56568, Text_t, " the"
3, 56760, Text_t, " roof?"
3, 58296, Text_t, "\\Does any"
3, 58560, Text_t, "one"
3, 58752, Text_t, " wanna"
3, 58944, Text_t, " go"
3, 59136, Text_t, " walt"
3, 59328, Text_t, "zing"
3, 59520, Text_t, " in"
3, 59712, Text_t, " the"
3, 59832, Text_t, " gar"
3, 60024, Text_t, "den?"
3, 61368, Text_t, "/Does a"
3, 61560, Text_t, "ny"
3, 61632, Text_t, "one"
3, 61824, Text_t, " wanna"
3, 62016, Text_t, " go"
3, 62208, Text_t, " dance"
3, 62400, Text_t, " up"
3, 62520, Text_t, " on"
3, 62712, Text_t, " the"
3, 62904, Text_t, " roof?"
3, 64512, Text_t, "\\If"
3, 64896, Text_t, " you"
3, 65208, Text_t, " dare"
3, 65664, Text_t, "/Dream"
3, 65856, Text_t, " of"
3, 66048, Text_t, " yes"
3, 66432, Text_t, "ter"
3, 66744, Text_t, "year"
3, 67584, Text_t, "\\In"
3, 67968, Text_t, " the"
3, 68280, Text_t, " air"
3, 68736, Text_t, "/Do"
3, 68928, Text_t, " a"
3, 69120, Text_t, " step"
3, 69504, Text_t, " with Fred A"
3, 69816, Text_t, "staire"
3, 70584, Text_t, "\\Does a"
3, 70776, Text_t, "ny"
3, 70848, Text_t, "one"
3, 71040, Text_t, " wanna"
3, 71232, Text_t, " go"
3, 71424, Text_t, " walt"
3, 71616, Text_t, "zing"
3, 71736, Text_t, " in"
3, 71928, Text_t, " the"
3, 72120, Text_t, " gar"
3, 72312, Text_t, "den?"
3, 73656, Text_t, "/Does a"
3, 73848, Text_t, "ny"
3, 73920, Text_t, "one"
3, 74112, Text_t, " wanna"
3, 74304, Text_t, " go"
3, 74496, Text_t, " dance"
3, 74688, Text_t, " up"
3, 74808, Text_t, " on"
3, 75000, Text_t, " the"
3, 75192, Text_t, " roof?"
3, 76728, Text_t, "\\Does a"
3, 76920, Text_t, "ny"
3, 76992, Text_t, "one"
3, 77184, Text_t, " wanna"
3, 77376, Text_t, " go"
3, 77568, Text_t, " walt"
3, 77760, Text_t, "zing"
3, 77880, Text_t, " in"
3, 78072, Text_t, " the"
3, 78264, Text_t, " gar"
3, 78456, Text_t, "den?"
3, 79800, Text_t, "/Does a"
3, 79992, Text_t, "ny"
3, 80064, Text_t, "one"
3, 80256, Text_t, " wanna"
3, 80448, Text_t, " go"
3, 80640, Text_t, " dance"
