0, 0, Header, 1, 18, 480
1, 0, Start_track
1, 0, MIDI_port, 0
1, 0, System_exclusive, 10, 65, 16, 66, 18, 64, 0, 127, 0, 65, 247
1, 0, MIDI_port, 0
1, 0, System_exclusive, 8, 67, 16, 76, 0, 0, 126, 0, 247
1, 0, MIDI_port, 0
1, 0, Time_signature, 4, 2, 24, 8
1, 0, Key_signature, 0, "major"
1, 0, Tempo, 333333
1, 0, Marker_t, "untitled"
1, 0, Marker_t, "Daniel Nutbrown"
1, 1920, Marker_t, "\015\012\015\012\015\012\015\012\015\012\015\012\015\012\015\012\015\012\015\012\015\012\015\012\015\012\015\012\015\012\015\012\015\012\015\012\015\012\015\012\015\012\015\012\015\012"
1, 1920, End_track
2, 0, Start_track
2, 0, Title_t, "Soft Karaoke"
2, 0, Text_t, "@KMIDI KARAOKE FILE"
2, 0, Text_t, "@V0100"
2, 0, Text_t, "@IWritten by Rodney Crowell"
2, 0, Text_t, "@IFrom Blue Kentucky Girl 1979"
2, 0, Text_t, "@IWarner Brothers Records"
2, 0, End_track
3, 0, Start_track
3, 0, Title_t, "Words"
3, 0, Text_t, "@LENGL"
3, 0, Text_t, "@TEven Cowgirls Get The Blues by Emmylou Harris & The Hot Band"
3, 0, Text_t, "@TKar by Roger Mac Sequencer Unknown"
3, 33702, Text_t, "\\She's "
3, 33945, Text_t, "a "
3, 34640, Text_t, "rou"
3, 35135, Text_t, "nder "
3, 35587, Text_t, "I "
3, 35862, Text_t, "can "
3, 36547, Text_t, "tell "
3, 36975, Text_t, "you that"
3, 41177, Text_t, "/She "
3, 41730, Text_t, "can "
3, 41985, Text_t, "sing "
3, 42712, Text_t, "'em "
3, 43180, Text_t, "all "
3, 43420, Text_t, "night "
3, 44125, Text_t, "too"
3, 48985, Text_t, "/She'll "
3, 49197, Text_t, "raise "
3, 49927, Text_t, "hell "
3, 50372, Text_t, "about "
3, 50867, Text_t, "the "
3, 51095, Text_t, "sleep "
3, 51810, Text_t, "she "
3, 52295, Text_t, "lost"
3, 56622, Text_t, "/Ev"
3, 57122, Text_t, "en "
3, 57365, Text_t, "cow"
3, 58095, Text_t, "girls "
3, 58565, Text_t, "get "
3, 58805, Text_t, "the "
3, 59495, Text_t, "blues"
3, 64320, Text_t, "\\Especially "
3, 64827, Text_t, "cow"
3, 65067, Text_t, "girls "
3, 65770, Text_t, "they're "
3, 66235, Text_t, "the "
3, 66450, Text_t, "gyp"
3, 67175, Text_t, "sy "
3, 67682, Text_t, "kind"
3, 71502, Text_t, "/And "
3, 71990, Text_t, "need "
3, 72712, Text_t, "their "
3, 73445, Text_t, "reins "
3, 73937, Text_t, "laid "
3, 74157, Text_t, "on 'em "
3, 74892, Text_t, "loose"
3, 79717, Text_t, "/She's "
3, 79925, Text_t, "lived "
3, 80660, Text_t, "to "
3, 81152, Text_t, "see "
3, 81605, Text_t, "the "
3, 81827, Text_t, "world "
3, 82560, Text_t, "turned "
3, 83040, Text_t, "upside down"
3, 86842, Text_t, "/Hitch"
3, 87345, Text_t, "in' "
3, 88032, Text_t, "rides "
3, 88822, Text_t, "out "
3, 89320, Text_t, "of "
3, 89540, Text_t, "the "
3, 90235, Text_t, "blue"
3, 94975, Text_t, "\\Ev"
3, 95515, Text_t, "en "
3, 95747, Text_t, "cow"
3, 96472, Text_t, "girls "
3, 96942, Text_t, "get "
3, 97177, Text_t, "the "
3, 97960, Text_t, "blues "
3, 100902, Text_t, "some"
3, 101745, Text_t, "times"
3, 102967, Text_t, "/Bound "
3, 103450, Text_t, "to "
3, 103655, Text_t, "don't "
3, 104175, Text_t, "know "
3, 104617, Text_t, "what "
3, 104880, Text_t, "to "
3, 105570, Text_t, "do "
3, 108700, Text_t, "some"
3, 109435, Text_t, "times"
3, 110380, Text_t, "/Get "
3, 110865, Text_t, "this "
3, 111085, Text_t, "feeling "
3, 111805, Text_t, "like "
3, 112290, Text_t, "she's "
3, 112747, Text_t, "too "
3, 113252, Text_t, "far gone"
3, 117345, Text_t, "/The "
3, 118067, Text_t, "on"
3, 118485, Text_t, "ly "
3, 118742, Text_t, "way "
3, 119517, Text_t, "she's "
3, 119972, Text_t, "ev"
3, 120202, Text_t, "er "
3, 120890, Text_t, "been"
3, 156462, Text_t, "\\Lone"
3, 156975, Text_t, "ly "
3, 157182, Text_t, "nights "
3, 157862, Text_t, "are "
3, 158342, Text_t, "out "
3, 158565, Text_t, "there "
3, 159375, Text_t, "on "
3, 159842, Text_t, "the road"
3, 163475, Text_t, "/Mot"
3, 164160, Text_t, "el "
3, 164635, Text_t, "ceil"
3, 164850, Text_t, "ing "
3, 165645, Text_t, "stares "
3, 166090, Text_t, "you "
3, 166310, Text_t, "d"
3, 166990, Text_t, "own"
3, 171817, Text_t, "/There "
3, 172315, Text_t, "must "
3, 172560, Text_t, "be "
3, 173287, Text_t, "safer "
3, 173765, Text_t, "ways "
3, 174000, Text_t, "to "
3, 174700, Text_t, "pay "
3, 175157, Text_t, "your dues"
3, 178977, Text_t, "/Ev"
3, 179495, Text_t, "en "
3, 179987, Text_t, "cow"
3, 180225, Text_t, "girls "
3, 180990, Text_t, "get "
3, 181477, Text_t, "the "
3, 181660, Text_t, "b"
3, 182372, Text_t, "lues"
3, 187110, Text_t, "\\Ev"
3, 187672, Text_t, "en "
3, 187897, Text_t, "cow"
3, 188642, Text_t, "girls "
3, 189110, Text_t, "get "
3, 189327, Text_t, "the "
3, 190107, Text_t, "blues "
3, 193167, Text_t, "some"
3, 193927, Text_t, "times"
3, 194852, Text_t, "/Bound "
3, 195415, Text_t, "to "
3, 195630, Text_t, "don't "
3, 196292, Text_t, "know "
3, 196782, Text_t, "what "
3, 197060, Text_t, "to "
3, 197737, Text_t, "do "
3, 201030, Text_t, "some"
3, 201572, Text_t, "times"
3, 202532, Text_t, "/Get "
3, 203040, Text_t, "this "
3, 203302, Text_t, "feeling "
3, 203937, Text_t, "like "
3, 204452, Text_t, "she's "
3, 204902, Text_t, "too "
3, 205432, Text_t, "far gone"
3, 209560, Text_t, "/The "
3, 210200, Text_t, "on"
3, 210625, Text_t, "ly "
3, 210872, Text_t, "way "
3, 211677, Text_t, "she's "
3, 212155, Text_t, "ev"
3, 212355, Text_t, "er "
3, 213057, Text_t, "been"
3, 214115, Text_t, "\\Ev"
3, 214575, Text_t, "en "
3, 214800, Text_t, "cow"
3, 215477, Text_t, "girls "
3, 215970, Text_t, "get "
3, 216202, Text_t, "the "
3, 216970, Text_t, "blues "
3, 220090, Text_t, "some"
3, 220837, Text_t, "times"
3, 221742, Text_t, "/Bound "
3, 222310, Text_t, "to "
3, 222540, Text_t, "don't "
3, 223222, Text_t, "know "
3, 223692, Text_t, "what "
3, 223927, Text_t, "to "
3, 224615, Text_t, "do sometimes"
3, 228847, Text_t, "/Get "
3, 229445, Text_t, "this "
3, 229925, Text_t, "feeling "
3, 230160, Text_t, "like "
3, 230852, Text_t, "the "
3, 231352, Text_t, "rest"
3, 231805, Text_t, "less "
3, 232307, Text_t, "wind"
3, 236437, Text_t, "/The "
3, 237112, Text_t, "on"
3, 237520, Text_t, "ly "
3, 237750, Text_t, "way "
3, 238585, Text_t, "she's "
3, 239067, Text_t, "ev"
3, 239272, Text_t, "er "
